"None","E(keV)","psi0rSi111","psi0iSi111","psihrSi111","psihiSi111","psihbrSi111","psihbiSi111"
694,36.65000,-7.1918E-007,8.0971E-010,3.784E-007,5.6529E-010,3.784E-007,5.6529E-010
695,36.70000,-7.1722E-007,8.0526E-010,3.7736E-007,5.6219E-010,3.7736E-007,5.6219E-010
696,36.75000,-7.1526E-007,8.0084E-010,3.7633E-007,5.591E-010,3.7633E-007,5.591E-010
697,36.80000,-7.1332E-007,7.9645E-010,3.7531E-007,5.5604E-010,3.7531E-007,5.5604E-010
698,36.85000,-7.1138E-007,7.9209E-010,3.7429E-007,5.5299E-010,3.7429E-007,5.5299E-010
699,36.90000,-7.0945E-007,7.8776E-010,3.7327E-007,5.4997E-010,3.7327E-007,5.4997E-010
700,36.95000,-7.0753E-007,7.8346E-010,3.7226E-007,5.4697E-010,3.7226E-007,5.4697E-010
701,37.00000,-7.0562E-007,7.7919E-010,3.7126E-007,5.4398E-010,3.7126E-007,5.4398E-010
702,37.05000,-7.0371E-007,7.7494E-010,3.7025E-007,5.4102E-010,3.7025E-007,5.4102E-010
703,37.10000,-7.0181E-007,7.7073E-010,3.6925E-007,5.3808E-010,3.6925E-007,5.3808E-010
704,37.15000,-6.9992E-007,7.6654E-010,3.6826E-007,5.3516E-010,3.6826E-007,5.3516E-010
705,37.20000,-0.000000698,7.6239E-010,3.6727E-007,5.3226E-010,3.6727E-007,5.3226E-010
706,37.25000,-6.9616E-007,7.5826E-010,3.6628E-007,5.2937E-010,3.6628E-007,5.2937E-010
707,37.30000,-6.9429E-007,7.5415E-010,3.653E-007,5.2651E-010,3.653E-007,5.2651E-010
708,37.35000,-6.9243E-007,7.5008E-010,3.6432E-007,5.2367E-010,3.6432E-007,5.2367E-010
709,37.40000,-6.9058E-007,7.4603E-010,3.6334E-007,5.2084E-010,3.6334E-007,5.2084E-010
710,37.45000,-6.8873E-007,7.4202E-010,3.6237E-007,5.1804E-010,3.6237E-007,5.1804E-010
711,37.50000,-6.869E-007,7.3802E-010,3.614E-007,5.1525E-010,3.614E-007,5.1525E-010
712,37.55000,-6.8507E-007,7.3406E-010,3.6044E-007,5.1248E-010,3.6044E-007,5.1248E-010
713,37.60000,-6.8324E-007,7.3012E-010,3.5948E-007,5.0973E-010,3.5948E-007,5.0973E-010
714,37.65000,-6.8143E-007,7.2621E-010,3.5852E-007,5.07E-010,3.5852E-007,5.07E-010
715,37.70000,-6.7962E-007,7.2232E-010,3.5757E-007,5.0429E-010,3.5757E-007,5.0429E-010
716,37.75000,-6.7781E-007,7.1846E-010,3.5662E-007,5.0159E-010,3.5662E-007,5.0159E-010
717,37.80000,-0.000000676,7.1463E-010,3.5568E-007,4.9892E-010,3.5568E-007,4.9892E-010
718,37.85000,-6.7423E-007,7.1082E-010,3.5474E-007,4.9626E-010,3.5474E-007,4.9626E-010
719,37.90000,-6.7245E-007,7.0703E-010,3.538E-007,4.9362E-010,3.538E-007,4.9362E-010
720,37.95000,-6.7068E-007,7.0327E-010,3.5286E-007,4.9099E-010,3.5286E-007,4.9099E-010
721,38.00000,-6.6891E-007,6.9954E-010,3.5193E-007,4.8839E-010,3.5193E-007,4.8839E-010
722,38.05000,-6.6715E-007,6.9583E-010,0.000000351,4.858E-010,0.000000351,4.858E-010
723,38.10000,-6.654E-007,6.9215E-010,3.5009E-007,4.8323E-010,3.5009E-007,4.8323E-010
724,38.15000,-6.6365E-007,6.8849E-010,3.4917E-007,4.8067E-010,3.4917E-007,4.8067E-010
725,38.20000,-6.6192E-007,6.8485E-010,3.4825E-007,4.7813E-010,3.4825E-007,4.7813E-010
726,38.25000,-6.6018E-007,6.8124E-010,3.4734E-007,4.7561E-010,3.4734E-007,4.7561E-010
727,38.30000,-6.5846E-007,6.7765E-010,3.4643E-007,4.7311E-010,3.4643E-007,4.7311E-010
728,38.35000,-6.5674E-007,6.7408E-010,3.4553E-007,4.7062E-010,3.4553E-007,4.7062E-010
729,38.40000,-0.000000655,6.7054E-010,3.4463E-007,4.6815E-010,3.4463E-007,4.6815E-010
730,38.45000,-6.5332E-007,6.6702E-010,3.4373E-007,4.6569E-010,3.4373E-007,4.6569E-010
731,38.50000,-6.5162E-007,6.6353E-010,3.4283E-007,4.6325E-010,3.4283E-007,4.6325E-010
732,38.55000,-6.4993E-007,6.6006E-010,3.4194E-007,4.6083E-010,3.4194E-007,4.6083E-010
733,38.60000,-6.4825E-007,6.5661E-010,3.4106E-007,4.5842E-010,3.4106E-007,4.5842E-010
734,38.65000,-6.4657E-007,6.5318E-010,3.4017E-007,4.5603E-010,3.4017E-007,4.5603E-010
735,38.70000,-6.449E-007,6.4978E-010,3.3929E-007,4.5365E-010,3.3929E-007,4.5365E-010
736,38.75000,-6.4323E-007,6.4639E-010,3.3842E-007,4.5129E-010,3.3842E-007,4.5129E-010
737,38.80000,-6.4157E-007,6.4303E-010,3.3754E-007,4.4894E-010,3.3754E-007,4.4894E-010
738,38.85000,-6.3992E-007,6.3969E-010,3.3667E-007,4.4661E-010,3.3667E-007,4.4661E-010
739,38.90000,-6.3827E-007,6.3638E-010,3.3581E-007,4.4429E-010,3.3581E-007,4.4429E-010
740,38.95000,-6.3663E-007,6.3308E-010,3.3494E-007,4.4199E-010,3.3494E-007,4.4199E-010
741,39.00000,-0.000000635,6.298E-010,3.3408E-007,4.3971E-010,3.3408E-007,4.3971E-010
742,39.05000,-6.3337E-007,6.2655E-010,3.3323E-007,4.3744E-010,3.3323E-007,4.3744E-010
743,39.10000,-6.3175E-007,6.2332E-010,3.3237E-007,4.3518E-010,3.3237E-007,4.3518E-010
744,39.15000,-6.3014E-007,6.2011E-010,3.3152E-007,4.3294E-010,3.3152E-007,4.3294E-010
745,39.20000,-6.2853E-007,6.1692E-010,3.3068E-007,4.3071E-010,3.3068E-007,4.3071E-010
746,39.25000,-6.2692E-007,6.1374E-010,3.2983E-007,4.285E-010,3.2983E-007,4.285E-010
747,39.30000,-6.2533E-007,6.1059E-010,0.000000329,4.263E-010,0.000000329,4.263E-010
748,39.35000,-6.2374E-007,6.0746E-010,3.2816E-007,4.2411E-010,3.2816E-007,4.2411E-010
749,39.40000,-6.2215E-007,6.0435E-010,3.2732E-007,4.2194E-010,3.2732E-007,4.2194E-010
750,39.45000,-6.2057E-007,6.0126E-010,3.2649E-007,4.1978E-010,3.2649E-007,4.1978E-010
751,39.50000,-0.000000619,5.9819E-010,3.2566E-007,4.1764E-010,3.2566E-007,4.1764E-010
752,39.55000,-6.1744E-007,5.9514E-010,3.2484E-007,4.1551E-010,3.2484E-007,4.1551E-010
753,39.60000,-6.1588E-007,5.9211E-010,0.000000324,4.134E-010,0.000000324,4.134E-010
754,39.65000,-6.1432E-007,5.891E-010,3.232E-007,4.1129E-010,3.232E-007,4.1129E-010
755,39.70000,-6.1277E-007,5.8611E-010,3.2238E-007,4.092E-010,3.2238E-007,4.092E-010
756,39.75000,-6.1123E-007,5.8313E-010,3.2157E-007,4.0713E-010,3.2157E-007,4.0713E-010
757,39.80000,-6.0969E-007,5.8018E-010,3.2076E-007,4.0506E-010,3.2076E-007,4.0506E-010
758,39.85000,-6.0816E-007,5.7724E-010,0.00000032,4.0301E-010,0.00000032,4.0301E-010
759,39.90000,-6.0664E-007,5.7432E-010,3.1915E-007,4.0098E-010,3.1915E-007,4.0098E-010
760,39.95000,-6.0512E-007,5.7142E-010,3.1835E-007,3.9895E-010,3.1835E-007,3.9895E-010
761,40.00000,-6.036E-007,5.6854E-010,3.1756E-007,3.9694E-010,3.1756E-007,3.9694E-010
762,40.05000,-6.0209E-007,5.6568E-010,3.1676E-007,3.9494E-010,3.1676E-007,3.9494E-010
763,40.10000,-6.0059E-007,5.6283E-010,0.000000316,3.9296E-010,0.000000316,3.9296E-010
764,40.15000,-5.9909E-007,5.6E-010,3.1518E-007,3.9098E-010,3.1518E-007,3.9098E-010
765,40.20000,-5.976E-007,5.5719E-010,3.144E-007,3.8902E-010,3.144E-007,3.8902E-010
766,40.25000,-5.9612E-007,5.544E-010,3.1362E-007,3.8707E-010,3.1362E-007,3.8707E-010
767,40.30000,-5.9464E-007,5.5163E-010,3.1284E-007,3.8513E-010,3.1284E-007,3.8513E-010
768,40.35000,-5.9316E-007,5.4887E-010,3.1206E-007,3.8321E-010,3.1206E-007,3.8321E-010
769,40.40000,-5.9169E-007,5.4613E-010,3.1129E-007,3.813E-010,3.1129E-007,3.813E-010
770,40.45000,-5.9023E-007,5.4341E-010,3.1052E-007,3.7939E-010,3.1052E-007,3.7939E-010
771,40.50000,-5.8877E-007,5.407E-010,3.0975E-007,3.7751E-010,3.0975E-007,3.7751E-010
772,40.55000,-5.8732E-007,5.3801E-010,0.000000309,3.7563E-010,0.000000309,3.7563E-010
773,40.60000,-5.8587E-007,5.3534E-010,3.0822E-007,3.7376E-010,3.0822E-007,3.7376E-010
774,40.65000,-5.8443E-007,5.3268E-010,3.0746E-007,3.7191E-010,3.0746E-007,3.7191E-010
775,40.70000,-0.000000583,5.3004E-010,3.0671E-007,3.7007E-010,3.0671E-007,3.7007E-010
776,40.75000,-5.8156E-007,5.2742E-010,0.000000306,3.6823E-010,0.000000306,3.6823E-010
777,40.80000,-5.8013E-007,5.2481E-010,3.052E-007,3.6641E-010,3.052E-007,3.6641E-010
778,40.85000,-5.7871E-007,5.2222E-010,3.0446E-007,3.6461E-010,3.0446E-007,3.6461E-010
779,40.90000,-5.7729E-007,5.1964E-010,3.0371E-007,3.6281E-010,3.0371E-007,3.6281E-010
780,40.95000,-5.7588E-007,5.1708E-010,0.000000303,3.6102E-010,0.000000303,3.6102E-010
781,41.00000,-5.7448E-007,5.1454E-010,3.0223E-007,3.5924E-010,3.0223E-007,3.5924E-010
782,41.05000,-5.7308E-007,5.1201E-010,3.0149E-007,3.5748E-010,3.0149E-007,3.5748E-010
783,41.10000,-5.7168E-007,5.095E-010,3.0076E-007,3.5573E-010,3.0076E-007,3.5573E-010
784,41.15000,-5.7029E-007,5.07E-010,0.0000003,3.5398E-010,0.0000003,3.5398E-010
785,41.20000,-5.6891E-007,5.0452E-010,2.993E-007,3.5225E-010,2.993E-007,3.5225E-010
786,41.25000,-5.6753E-007,5.0205E-010,2.9857E-007,3.5053E-010,2.9857E-007,3.5053E-010
787,41.30000,-5.6615E-007,4.996E-010,2.9785E-007,3.4882E-010,2.9785E-007,3.4882E-010
788,41.35000,-5.6478E-007,4.9717E-010,2.9712E-007,3.4712E-010,2.9712E-007,3.4712E-010
789,41.40000,-5.6342E-007,4.9474E-010,2.9641E-007,3.4543E-010,2.9641E-007,3.4543E-010
790,41.45000,-5.6206E-007,4.9234E-010,2.9569E-007,3.4375E-010,2.9569E-007,3.4375E-010
791,41.50000,-5.607E-007,4.8995E-010,0.000000295,3.4207E-010,0.000000295,3.4207E-010
792,41.55000,-5.5935E-007,4.8757E-010,2.9427E-007,3.4042E-010,2.9427E-007,3.4042E-010
793,41.60000,-0.000000558,4.852E-010,2.9356E-007,3.3877E-010,2.9356E-007,3.3877E-010
794,41.65000,-5.5666E-007,4.8285E-010,2.9285E-007,3.3712E-010,2.9285E-007,3.3712E-010
795,41.70000,-5.5533E-007,4.8052E-010,2.9215E-007,3.3549E-010,2.9215E-007,3.3549E-010
796,41.75000,-0.000000554,4.782E-010,2.9145E-007,3.3387E-010,2.9145E-007,3.3387E-010
797,41.80000,-5.5267E-007,4.7589E-010,2.9075E-007,3.3226E-010,2.9075E-007,3.3226E-010
798,41.85000,-5.5135E-007,4.736E-010,2.9005E-007,3.3066E-010,2.9005E-007,3.3066E-010
799,41.90000,-0.00000055,4.7132E-010,2.8936E-007,3.2907E-010,2.8936E-007,3.2907E-010
800,41.95000,-5.4872E-007,4.6905E-010,2.8867E-007,3.2749E-010,2.8867E-007,3.2749E-010
801,42.00000,-5.4741E-007,4.668E-010,0.000000288,3.2592E-010,0.000000288,3.2592E-010
802,42.05000,-5.4611E-007,4.6456E-010,2.873E-007,3.2436E-010,2.873E-007,3.2436E-010
803,42.10000,-5.4481E-007,4.6234E-010,2.8661E-007,3.228E-010,2.8661E-007,3.228E-010
804,42.15000,-5.4352E-007,4.6013E-010,2.8593E-007,3.2126E-010,2.8593E-007,3.2126E-010
805,42.20000,-5.4223E-007,4.5793E-010,2.8526E-007,3.1972E-010,2.8526E-007,3.1972E-010
806,42.25000,-5.4094E-007,4.5574E-010,2.8458E-007,3.182E-010,2.8458E-007,3.182E-010
807,42.30000,-5.3966E-007,4.5357E-010,2.8391E-007,3.1668E-010,2.8391E-007,3.1668E-010
808,42.35000,-5.3839E-007,4.5141E-010,2.8323E-007,3.1517E-010,2.8323E-007,3.1517E-010
809,42.40000,-5.3712E-007,4.4926E-010,2.8257E-007,3.1367E-010,2.8257E-007,3.1367E-010
810,42.45000,-5.3585E-007,4.4713E-010,2.819E-007,3.1218E-010,2.819E-007,3.1218E-010
811,42.50000,-5.3459E-007,4.4501E-010,2.8124E-007,3.107E-010,2.8124E-007,3.107E-010
812,42.55000,-5.3333E-007,4.429E-010,2.8057E-007,3.0923E-010,2.8057E-007,3.0923E-010
813,42.60000,-5.3208E-007,4.408E-010,2.7991E-007,3.0777E-010,2.7991E-007,3.0777E-010
814,42.65000,-5.3083E-007,4.3872E-010,2.7926E-007,3.0631E-010,2.7926E-007,3.0631E-010
815,42.70000,-5.2959E-007,4.3665E-010,2.786E-007,3.0487E-010,2.786E-007,3.0487E-010
816,42.75000,-5.2835E-007,4.3459E-010,0.000000278,3.0343E-010,0.000000278,3.0343E-010
817,42.80000,-5.2711E-007,4.3254E-010,2.773E-007,3.02E-010,2.773E-007,3.02E-010
818,42.85000,-5.2588E-007,4.3051E-010,2.7665E-007,3.0058E-010,2.7665E-007,3.0058E-010
819,42.90000,-5.2466E-007,4.2848E-010,0.000000276,2.9917E-010,0.000000276,2.9917E-010
820,42.95000,-5.2343E-007,4.2647E-010,2.7536E-007,2.9776E-010,2.7536E-007,2.9776E-010
821,43.00000,-5.2222E-007,4.2447E-010,2.7472E-007,2.9637E-010,2.7472E-007,2.9637E-010
822,43.05000,-0.000000521,4.2248E-010,2.7408E-007,2.9498E-010,2.7408E-007,2.9498E-010
823,43.10000,-5.1979E-007,4.2051E-010,2.7345E-007,2.936E-010,2.7345E-007,2.936E-010
824,43.15000,-5.1859E-007,4.1854E-010,2.7281E-007,2.9223E-010,2.7281E-007,2.9223E-010
825,43.20000,-5.1739E-007,4.1659E-010,2.7218E-007,2.9086E-010,2.7218E-007,2.9086E-010
826,43.25000,-5.1619E-007,4.1465E-010,2.7155E-007,2.8951E-010,2.7155E-007,2.8951E-010
827,43.30000,-0.000000515,4.1272E-010,2.7092E-007,2.8816E-010,2.7092E-007,2.8816E-010
828,43.35000,-5.1381E-007,4.108E-010,2.703E-007,2.8682E-010,2.703E-007,2.8682E-010
829,43.40000,-5.1262E-007,4.0889E-010,2.6967E-007,2.8549E-010,2.6967E-007,2.8549E-010
830,43.45000,-5.1144E-007,4.0699E-010,2.6905E-007,2.8416E-010,2.6905E-007,2.8416E-010
831,43.50000,-5.1026E-007,4.0511E-010,2.6843E-007,2.8285E-010,2.6843E-007,2.8285E-010
832,43.55000,-5.0909E-007,4.0323E-010,2.6782E-007,2.8154E-010,2.6782E-007,2.8154E-010
833,43.60000,-5.0792E-007,4.0137E-010,2.672E-007,2.8024E-010,2.672E-007,2.8024E-010
834,43.65000,-5.0676E-007,3.9951E-010,2.6659E-007,2.7894E-010,2.6659E-007,2.7894E-010
835,43.70000,-5.056E-007,3.9767E-010,0.000000266,2.7766E-010,0.000000266,2.7766E-010
836,43.75000,-5.0444E-007,3.9584E-010,2.6537E-007,2.7638E-010,2.6537E-007,2.7638E-010
837,43.80000,-5.0329E-007,3.9402E-010,2.6476E-007,2.7511E-010,2.6476E-007,2.7511E-010
838,43.85000,-5.0214E-007,3.922E-010,2.6416E-007,2.7384E-010,2.6416E-007,2.7384E-010
839,43.90000,-0.000000501,3.904E-010,2.6355E-007,2.7258E-010,2.6355E-007,2.7258E-010
840,43.95000,-4.9986E-007,3.8861E-010,0.000000263,2.7133E-010,0.000000263,2.7133E-010
841,44.00000,-4.9872E-007,3.8683E-010,2.6236E-007,2.7009E-010,2.6236E-007,2.7009E-010
842,44.05000,-4.9759E-007,3.8506E-010,2.6176E-007,2.6886E-010,2.6176E-007,2.6886E-010
843,44.10000,-4.9646E-007,3.833E-010,2.6117E-007,2.6763E-010,2.6117E-007,2.6763E-010
844,44.15000,-4.9533E-007,3.8155E-010,2.6057E-007,2.664E-010,2.6057E-007,2.664E-010
845,44.20000,-4.9421E-007,3.7981E-010,0.00000026,2.6519E-010,0.00000026,2.6519E-010
846,44.25000,-4.9309E-007,3.7808E-010,2.594E-007,2.6398E-010,2.594E-007,2.6398E-010
847,44.30000,-0.000000492,3.7636E-010,2.5881E-007,2.6278E-010,2.5881E-007,2.6278E-010
848,44.35000,-4.9087E-007,3.7465E-010,2.5823E-007,2.6159E-010,2.5823E-007,2.6159E-010
849,44.40000,-4.8976E-007,3.7295E-010,2.5764E-007,2.604E-010,2.5764E-007,2.604E-010
850,44.45000,-4.8866E-007,3.7126E-010,2.5706E-007,2.5922E-010,2.5706E-007,2.5922E-010
851,44.50000,-4.8756E-007,3.6958E-010,2.5648E-007,2.5805E-010,2.5648E-007,2.5805E-010
852,44.55000,-4.8647E-007,3.6791E-010,2.5591E-007,2.5688E-010,2.5591E-007,2.5688E-010
853,44.60000,-4.8538E-007,3.6624E-010,2.5533E-007,2.5572E-010,2.5533E-007,2.5572E-010
854,44.65000,-4.8429E-007,3.6459E-010,2.5476E-007,2.5456E-010,2.5476E-007,2.5456E-010
855,44.70000,-4.832E-007,3.6295E-010,2.5419E-007,2.5342E-010,2.5419E-007,2.5342E-010
856,44.75000,-4.8212E-007,3.6131E-010,2.5362E-007,2.5227E-010,2.5362E-007,2.5227E-010
857,44.80000,-4.8105E-007,3.5969E-010,2.5306E-007,2.5114E-010,2.5306E-007,2.5114E-010
858,44.85000,-0.00000048,3.5807E-010,2.5249E-007,2.5001E-010,2.5249E-007,2.5001E-010
859,44.90000,-4.789E-007,3.5646E-010,2.5193E-007,2.4889E-010,2.5193E-007,2.4889E-010
860,44.95000,-4.7784E-007,3.5486E-010,2.5137E-007,2.4777E-010,2.5137E-007,2.4777E-010
861,45.00000,-4.7677E-007,3.5328E-010,2.5081E-007,2.4666E-010,2.5081E-007,2.4666E-010
862,45.05000,-4.7572E-007,3.517E-010,2.5025E-007,2.4556E-010,2.5025E-007,2.4556E-010
863,45.10000,-4.7466E-007,3.5012E-010,2.4969E-007,2.4446E-010,2.4969E-007,2.4446E-010
864,45.15000,-4.7361E-007,3.4856E-010,2.4914E-007,2.4337E-010,2.4914E-007,2.4337E-010
865,45.20000,-4.7256E-007,3.4701E-010,2.4859E-007,2.4229E-010,2.4859E-007,2.4229E-010
866,45.25000,-4.7151E-007,3.4546E-010,0.000000248,2.4121E-010,0.000000248,2.4121E-010
867,45.30000,-4.7047E-007,3.4392E-010,2.4749E-007,2.4014E-010,2.4749E-007,2.4014E-010
868,45.35000,-4.6943E-007,3.424E-010,0.000000247,2.3907E-010,0.000000247,2.3907E-010
869,45.40000,-4.684E-007,3.4088E-010,2.464E-007,2.3801E-010,2.464E-007,2.3801E-010
870,45.45000,-4.6737E-007,3.3937E-010,2.4586E-007,2.3695E-010,2.4586E-007,2.3695E-010
871,45.50000,-4.6634E-007,3.3786E-010,2.4532E-007,2.359E-010,2.4532E-007,2.359E-010
872,45.55000,-4.6532E-007,3.3637E-010,2.4478E-007,2.3486E-010,2.4478E-007,2.3486E-010
873,45.60000,-4.643E-007,3.3488E-010,2.4424E-007,2.3382E-010,2.4424E-007,2.3382E-010
874,45.65000,-4.6328E-007,3.334E-010,2.4371E-007,2.3279E-010,2.4371E-007,2.3279E-010
875,45.70000,-4.6226E-007,3.3193E-010,2.4317E-007,2.3176E-010,2.4317E-007,2.3176E-010
876,45.75000,-4.6125E-007,3.3047E-010,2.4264E-007,2.3074E-010,2.4264E-007,2.3074E-010
877,45.80000,-4.6024E-007,3.2902E-010,2.4211E-007,2.2973E-010,2.4211E-007,2.2973E-010
878,45.85000,-4.5924E-007,3.2757E-010,2.4158E-007,2.2872E-010,2.4158E-007,2.2872E-010
879,45.90000,-4.5824E-007,3.2613E-010,2.4105E-007,2.2772E-010,2.4105E-007,2.2772E-010
880,45.95000,-4.5724E-007,3.247E-010,2.4053E-007,2.2672E-010,2.4053E-007,2.2672E-010
881,46.00000,-4.5625E-007,3.2328E-010,0.00000024,2.2572E-010,0.00000024,2.2572E-010
882,46.05000,-4.5526E-007,3.2187E-010,2.3948E-007,2.2474E-010,2.3948E-007,2.2474E-010
883,46.10000,-4.5427E-007,3.2046E-010,0.000000239,2.2375E-010,0.000000239,2.2375E-010
884,46.15000,-4.5328E-007,3.1906E-010,2.3844E-007,2.2278E-010,2.3844E-007,2.2278E-010
885,46.20000,-4.523E-007,3.1767E-010,2.3793E-007,2.2181E-010,2.3793E-007,2.2181E-010
886,46.25000,-4.5132E-007,3.1629E-010,2.3741E-007,2.2084E-010,2.3741E-007,2.2084E-010
887,46.30000,-4.5035E-007,3.1491E-010,2.369E-007,2.1988E-010,2.369E-007,2.1988E-010
888,46.35000,-4.4937E-007,3.1354E-010,2.3639E-007,2.1892E-010,2.3639E-007,2.1892E-010
889,46.40000,-4.4841E-007,3.1218E-010,2.3588E-007,2.1797E-010,2.3588E-007,2.1797E-010
890,46.45000,-4.4744E-007,3.1083E-010,2.3537E-007,2.1703E-010,2.3537E-007,2.1703E-010
891,46.50000,-4.4648E-007,3.0948E-010,2.3486E-007,2.1609E-010,2.3486E-007,2.1609E-010
892,46.55000,-4.4552E-007,3.0814E-010,2.3436E-007,2.1515E-010,2.3436E-007,2.1515E-010
893,46.60000,-4.4456E-007,3.0681E-010,2.3386E-007,2.1422E-010,2.3386E-007,2.1422E-010
894,46.65000,-4.4361E-007,3.0548E-010,2.3335E-007,2.133E-010,2.3335E-007,2.133E-010
895,46.70000,-4.4266E-007,3.0417E-010,2.3285E-007,2.1238E-010,2.3285E-007,2.1238E-010
896,46.75000,-4.4171E-007,3.0285E-010,2.3235E-007,2.1146E-010,2.3235E-007,2.1146E-010
897,46.80000,-4.4076E-007,3.0155E-010,2.3186E-007,2.1055E-010,2.3186E-007,2.1055E-010
898,46.85000,-4.3982E-007,3.0025E-010,2.3136E-007,2.0965E-010,2.3136E-007,2.0965E-010
899,46.90000,-4.3888E-007,2.9897E-010,2.3087E-007,2.0875E-010,2.3087E-007,2.0875E-010
900,46.95000,-0.000000438,2.9768E-010,2.3038E-007,2.0785E-010,2.3038E-007,2.0785E-010
901,47.00000,-0.000000437,2.9641E-010,2.2989E-007,2.0696E-010,2.2989E-007,2.0696E-010
902,47.05000,-4.3609E-007,2.9514E-010,2.294E-007,2.0608E-010,2.294E-007,2.0608E-010
903,47.10000,-4.3516E-007,2.9388E-010,2.2891E-007,2.0519E-010,2.2891E-007,2.0519E-010
904,47.15000,-4.3424E-007,2.9262E-010,2.2842E-007,2.0432E-010,2.2842E-007,2.0432E-010
905,47.20000,-4.3332E-007,2.9137E-010,2.2794E-007,2.0345E-010,2.2794E-007,2.0345E-010
906,47.25000,-4.324E-007,2.9013E-010,2.2746E-007,2.0258E-010,2.2746E-007,2.0258E-010
907,47.30000,-4.3149E-007,2.8889E-010,0.000000227,2.0172E-010,0.000000227,2.0172E-010
908,47.35000,-4.3057E-007,2.8767E-010,2.2649E-007,2.0086E-010,2.2649E-007,2.0086E-010
909,47.40000,-4.2966E-007,2.8644E-010,0.000000226,2.0001E-010,0.000000226,2.0001E-010
910,47.45000,-4.2876E-007,2.8523E-010,2.2554E-007,1.9916E-010,2.2554E-007,1.9916E-010
911,47.50000,-4.2786E-007,2.8402E-010,2.2506E-007,1.9831E-010,2.2506E-007,1.9831E-010
912,47.55000,-0.000000427,2.8281E-010,2.2459E-007,1.9747E-010,2.2459E-007,1.9747E-010
913,47.60000,-4.2606E-007,2.8162E-010,2.2412E-007,1.9664E-010,2.2412E-007,1.9664E-010
914,47.65000,-4.2516E-007,2.8043E-010,2.2365E-007,1.9581E-010,2.2365E-007,1.9581E-010
915,47.70000,-4.2427E-007,2.7924E-010,2.2318E-007,1.9498E-010,2.2318E-007,1.9498E-010
916,47.75000,-4.2338E-007,2.7807E-010,2.2271E-007,1.9416E-010,2.2271E-007,1.9416E-010
917,47.80000,-4.225E-007,2.7689E-010,2.2224E-007,1.9334E-010,2.2224E-007,1.9334E-010
918,47.85000,-4.2161E-007,2.7573E-010,2.2178E-007,1.9253E-010,2.2178E-007,1.9253E-010
919,47.90000,-4.2073E-007,2.7457E-010,2.2132E-007,1.9172E-010,2.2132E-007,1.9172E-010
920,47.95000,-4.1985E-007,2.7342E-010,2.2085E-007,1.9091E-010,2.2085E-007,1.9091E-010
921,48.00000,-0.000000419,2.7227E-010,2.2039E-007,1.9011E-010,2.2039E-007,1.9011E-010
922,48.05000,-4.1811E-007,2.7113E-010,2.1993E-007,1.8931E-010,2.1993E-007,1.8931E-010
923,48.10000,-4.1724E-007,2.6999E-010,2.1948E-007,1.8852E-010,2.1948E-007,1.8852E-010
924,48.15000,-4.1637E-007,2.6886E-010,0.000000219,1.8773E-010,0.000000219,1.8773E-010
925,48.20000,-4.155E-007,2.6774E-010,2.1857E-007,1.8695E-010,2.1857E-007,1.8695E-010
926,48.25000,-4.1464E-007,2.6662E-010,2.1811E-007,1.8617E-010,2.1811E-007,1.8617E-010
927,48.30000,-4.1378E-007,2.6551E-010,2.1766E-007,1.8539E-010,2.1766E-007,1.8539E-010
928,48.35000,-4.1293E-007,2.6441E-010,2.1721E-007,1.8462E-010,2.1721E-007,1.8462E-010
929,48.40000,-4.1207E-007,2.6331E-010,2.1676E-007,1.8385E-010,2.1676E-007,1.8385E-010
930,48.45000,-4.1122E-007,2.6221E-010,2.1631E-007,1.8309E-010,2.1631E-007,1.8309E-010
931,48.50000,-4.1037E-007,2.6112E-010,2.1587E-007,1.8233E-010,2.1587E-007,1.8233E-010
932,48.55000,-4.0953E-007,2.6004E-010,2.1542E-007,1.8157E-010,2.1542E-007,1.8157E-010
933,48.60000,-4.0869E-007,2.5896E-010,0.000000215,1.8082E-010,0.000000215,1.8082E-010
934,48.65000,-4.0785E-007,2.5789E-010,2.1454E-007,1.8007E-010,2.1454E-007,1.8007E-010
935,48.70000,-0.000000407,2.5683E-010,2.1409E-007,1.7933E-010,2.1409E-007,1.7933E-010
936,48.75000,-4.0617E-007,2.5577E-010,2.1365E-007,1.7859E-010,2.1365E-007,1.7859E-010
937,48.80000,-4.0534E-007,2.5471E-010,2.1322E-007,1.7785E-010,2.1322E-007,1.7785E-010
938,48.85000,-4.0451E-007,2.5366E-010,2.1278E-007,1.7712E-010,2.1278E-007,1.7712E-010
939,48.90000,-4.0368E-007,2.5262E-010,2.1234E-007,1.7639E-010,2.1234E-007,1.7639E-010
940,48.95000,-4.0286E-007,2.5158E-010,2.1191E-007,1.7566E-010,2.1191E-007,1.7566E-010
941,49.00000,-0.000000402,2.5054E-010,2.1148E-007,1.7494E-010,2.1148E-007,1.7494E-010
942,49.05000,-4.0121E-007,2.4952E-010,2.1105E-007,1.7422E-010,2.1105E-007,1.7422E-010
943,49.10000,-4.004E-007,2.4849E-010,2.1062E-007,1.7351E-010,2.1062E-007,1.7351E-010
944,49.15000,-3.9958E-007,2.4747E-010,2.1019E-007,1.728E-010,2.1019E-007,1.728E-010
945,49.20000,-3.9877E-007,2.4646E-010,2.0976E-007,1.7209E-010,2.0976E-007,1.7209E-010
946,49.25000,-0.000000398,2.4545E-010,2.0933E-007,1.7139E-010,2.0933E-007,1.7139E-010
