K,TotalPower,OnAxisPowerDensity,FluxDensity1,CentralConeFlux1,F1,wavelength1,photonEnergy1,FluxDensity3,CentralConeFlux3,F3,wavelength3,photonEnergy3,FluxDensity5,CentralConeFlux5,F5,wavelength5,photonEnergy5,FluxDensity7,CentralConeFlux7,F7,wavelength7,photonEnergy7,FluxDensity9,CentralConeFlux9,F9,wavelength9,photonEnergy9,FluxDensity11,CentralConeFlux11,F11,wavelength11,photonEnergy11,FluxDensity13,CentralConeFlux13,F13,wavelength13,photonEnergy13,FluxDensity15,CentralConeFlux15,F15,wavelength15,photonEnergy15,FluxDensity17,CentralConeFlux17,F17,wavelength17,photonEnergy17,FluxDensity19,CentralConeFlux19,F19,wavelength19,photonEnergy19
" 1.371989e+00"," 1.593298e+03"," 1.615846e+04"," 1.913081e+18"," 3.364269e+15"," 3.738015e-01"," 7.036706e-10"," 1.760767e+00"," 1.198089e+18"," 1.033929e+15"," 3.446374e-01"," 2.345495e-10"," 5.282467e+00"," 4.876570e+17"," 3.703741e+14"," 2.057600e-01"," 1.407297e-10"," 8.804112e+00"," 1.857881e+17"," 1.374459e+14"," 1.069006e-01"," 1.005212e-10"," 1.232576e+01"," 6.923457e+16"," 5.172948e+13"," 5.172862e-02"," 7.818288e-11"," 1.584746e+01"," 2.543134e+16"," 1.960766e+13"," 2.396452e-02"," 6.396744e-11"," 1.936923e+01"," 9.264805e+15"," 7.462614e+12"," 1.077915e-02"," 5.412606e-11"," 2.289100e+01"," 3.370146e+15"," 2.847591e+12"," 4.745907e-03"," 4.690909e-11"," 2.641279e+01"," 1.217012e+15"," 1.088474e+12"," 2.055972e-03"," 4.139025e-11"," 2.993459e+01"," 4.401957e+14"," 4.165720e+11"," 8.794152e-04"," 3.703330e-11"," 3.345637e+01"
" 1.381266e+00"," 1.614918e+03"," 1.627309e+04"," 1.909751e+18"," 3.379597e+15"," 3.730504e-01"," 7.083000e-10"," 1.749259e+00"," 1.209806e+18"," 1.050135e+15"," 3.477515e-01"," 2.360926e-10"," 5.247941e+00"," 4.982780e+17"," 3.805762e+14"," 2.100459e-01"," 1.416556e-10"," 8.746568e+00"," 1.921229e+17"," 1.429112e+14"," 1.104249e-01"," 1.011825e-10"," 1.224520e+01"," 7.248025e+16"," 5.443105e+13"," 5.407440e-02"," 7.869725e-11"," 1.574388e+01"," 2.692620e+16"," 2.088001e+13"," 2.535280e-02"," 6.438828e-11"," 1.924263e+01"," 9.929231e+15"," 8.042783e+12"," 1.154123e-02"," 5.448216e-11"," 2.274139e+01"," 3.645319e+15"," 3.106078e+12"," 5.142877e-03"," 4.721770e-11"," 2.624016e+01"," 1.337819e+15"," 1.201652e+12"," 2.254914e-03"," 4.166255e-11"," 2.973894e+01"," 4.893745e+14"," 4.654587e+11"," 9.761965e-04"," 3.727694e-11"," 3.323771e+01"
" 1.390602e+00"," 1.636824e+03"," 1.638846e+04"," 1.904692e+18"," 3.394816e+15"," 3.722649e-01"," 7.129907e-10"," 1.737751e+00"," 1.220859e+18"," 1.066419e+15"," 3.508206e-01"," 2.376561e-10"," 5.213415e+00"," 5.087795e+17"," 3.909511e+14"," 2.143524e-01"," 1.425937e-10"," 8.689025e+00"," 1.985852e+17"," 1.485363e+14"," 1.140161e-01"," 1.018526e-10"," 1.216464e+01"," 7.583124e+16"," 5.724517e+13"," 5.649593e-02"," 7.921842e-11"," 1.564030e+01"," 2.850790e+16"," 2.222140e+13"," 2.680403e-02"," 6.481470e-11"," 1.911604e+01"," 1.063684e+16"," 8.661829e+12"," 1.234778e-02"," 5.484297e-11"," 2.259178e+01"," 3.952827e+15"," 3.385224e+12"," 5.568196e-03"," 4.753040e-11"," 2.606753e+01"," 1.463718e+15"," 1.325354e+12"," 2.470681e-03"," 4.193847e-11"," 2.954328e+01"," 5.439010e+14"," 5.195378e+11"," 1.082447e-03"," 3.752381e-11"," 3.301904e+01"
" 1.400000e+00"," 1.659022e+03"," 1.650458e+04"," 1.900555e+18"," 3.409924e+15"," 3.714454e-01"," 7.177440e-10"," 1.726242e+00"," 1.232142e+18"," 1.082779e+15"," 3.538435e-01"," 2.392405e-10"," 5.178889e+00"," 5.189329e+17"," 4.014989e+14"," 2.186777e-01"," 1.435443e-10"," 8.631482e+00"," 2.050752e+17"," 1.543235e+14"," 1.176739e-01"," 1.025316e-10"," 1.208407e+01"," 7.905324e+16"," 6.017510e+13"," 5.899422e-02"," 7.974654e-11"," 1.553672e+01"," 3.015752e+16"," 2.363474e+13"," 2.832002e-02"," 6.524679e-11"," 1.898944e+01"," 1.139099e+16"," 9.321894e+12"," 1.320072e-02"," 5.520859e-11"," 2.244216e+01"," 4.279612e+15"," 3.686435e+12"," 6.023487e-03"," 4.784727e-11"," 2.589490e+01"," 1.605841e+15"," 1.460435e+12"," 2.704464e-03"," 4.221806e-11"," 2.934763e+01"," 6.015478e+14"," 5.792997e+11"," 1.198967e-03"," 3.777397e-11"," 3.280037e+01"
" 1.409460e+00"," 1.681518e+03"," 1.662147e+04"," 1.897055e+18"," 3.424923e+15"," 3.705920e-01"," 7.225611e-10"," 1.714734e+00"," 1.243706e+18"," 1.099212e+15"," 3.568190e-01"," 2.408461e-10"," 5.144363e+00"," 5.297409e+17"," 4.122196e+14"," 2.230200e-01"," 1.445077e-10"," 8.573939e+00"," 2.117086e+17"," 1.602753e+14"," 1.213975e-01"," 1.032198e-10"," 1.200351e+01"," 8.259915e+16"," 6.322416e+13"," 6.157023e-02"," 8.028175e-11"," 1.543315e+01"," 3.183283e+16"," 2.512300e+13"," 2.990263e-02"," 6.568469e-11"," 1.886284e+01"," 1.218935e+16"," 1.002521e+13"," 1.410204e-02"," 5.557911e-11"," 2.229255e+01"," 4.633556e+15"," 4.011196e+12"," 6.510439e-03"," 4.816839e-11"," 2.572226e+01"," 1.758732e+15"," 1.607807e+12"," 2.957522e-03"," 4.250140e-11"," 2.915198e+01"," 6.670035e+14"," 6.452744e+11"," 1.326610e-03"," 3.802748e-11"," 3.258170e+01"
" 1.418983e+00"," 1.704318e+03"," 1.673914e+04"," 1.893654e+18"," 3.439812e+15"," 3.697050e-01"," 7.274432e-10"," 1.703226e+00"," 1.252141e+18"," 1.115717e+15"," 3.597459e-01"," 2.424735e-10"," 5.109837e+00"," 5.404020e+17"," 4.231132e+14"," 2.273774e-01"," 1.454841e-10"," 8.516396e+00"," 2.181699e+17"," 1.663943e+14"," 1.251864e-01"," 1.039172e-10"," 1.192295e+01"," 8.621869e+16"," 6.639569e+13"," 6.422484e-02"," 8.082420e-11"," 1.532957e+01"," 3.362797e+16"," 2.668926e+13"," 3.155366e-02"," 6.612851e-11"," 1.873625e+01"," 1.300846e+16"," 1.077410e+13"," 1.505375e-02"," 5.595465e-11"," 2.214293e+01"," 5.013885e+15"," 4.361071e+12"," 7.030804e-03"," 4.849385e-11"," 2.554963e+01"," 1.924161e+15"," 1.768446e+12"," 3.231181e-03"," 4.278857e-11"," 2.895633e+01"," 7.386275e+14"," 7.180349e+11"," 1.466290e-03"," 3.828443e-11"," 3.236303e+01"
" 1.428571e+00"," 1.727428e+03"," 1.685762e+04"," 1.889042e+18"," 3.454590e+15"," 3.687846e-01"," 7.323918e-10"," 1.691717e+00"," 1.263401e+18"," 1.132290e+15"," 3.626230e-01"," 2.441230e-10"," 5.075311e+00"," 5.523165e+17"," 4.341797e+14"," 2.317479e-01"," 1.464738e-10"," 8.458852e+00"," 2.251200e+17"," 1.726827e+14"," 1.290396e-01"," 1.046241e-10"," 1.184239e+01"," 9.005166e+16"," 6.969307e+13"," 6.695890e-02"," 8.137402e-11"," 1.522599e+01"," 3.550560e+16"," 2.833665e+13"," 3.327495e-02"," 6.657836e-11"," 1.860965e+01"," 1.389902e+16"," 1.157097e+13"," 1.605792e-02"," 5.633529e-11"," 2.199332e+01"," 5.411078e+15"," 4.737706e+12"," 7.586398e-03"," 4.882374e-11"," 2.537700e+01"," 2.101376e+15"," 1.943389e+12"," 3.526832e-03"," 4.307965e-11"," 2.876068e+01"," 8.172348e+14"," 7.981993e+11"," 1.618979e-03"," 3.854486e-11"," 3.214436e+01"
" 1.438226e+00"," 1.750854e+03"," 1.697691e+04"," 1.885793e+18"," 3.469259e+15"," 3.678312e-01"," 7.374082e-10"," 1.680209e+00"," 1.275497e+18"," 1.148931e+15"," 3.654491e-01"," 2.457950e-10"," 5.040785e+00"," 5.626599e+17"," 4.454189e+14"," 2.361296e-01"," 1.474770e-10"," 8.401309e+00"," 2.321543e+17"," 1.791430e+14"," 1.329565e-01"," 1.053407e-10"," 1.176183e+01"," 9.377172e+16"," 7.311968e+13"," 6.977318e-02"," 8.193138e-11"," 1.512241e+01"," 3.741714e+16"," 3.006839e+13"," 3.506830e-02"," 6.703438e-11"," 1.848305e+01"," 1.483673e+16"," 1.241832e+13"," 1.711662e-02"," 5.672115e-11"," 2.184370e+01"," 5.842305e+15"," 5.142835e+12"," 8.179101e-03"," 4.915815e-11"," 2.520437e+01"," 2.294789e+15"," 2.133743e+12"," 3.845942e-03"," 4.337471e-11"," 2.856503e+01"," 9.014560e+14"," 8.864343e+11"," 1.785714e-03"," 3.880887e-11"," 3.192569e+01"
" 1.447947e+00"," 1.774604e+03"," 1.709704e+04"," 1.880349e+18"," 3.483819e+15"," 3.668449e-01"," 7.424938e-10"," 1.668701e+00"," 1.284312e+18"," 1.165636e+15"," 3.682230e-01"," 2.474902e-10"," 5.006260e+00"," 5.738321e+17"," 4.568306e+14"," 2.405205e-01"," 1.484941e-10"," 8.343766e+00"," 2.393476e+17"," 1.857775e+14"," 1.369361e-01"," 1.060672e-10"," 1.168127e+01"," 9.779671e+16"," 7.667895e+13"," 7.266839e-02"," 8.249642e-11"," 1.501883e+01"," 3.947687e+16"," 3.188778e+13"," 3.693550e-02"," 6.749668e-11"," 1.835646e+01"," 1.580758e+16"," 1.331876e+13"," 1.823199e-02"," 5.711233e-11"," 2.169409e+01"," 6.299907e+15"," 5.578277e+12"," 8.810858e-03"," 4.949717e-11"," 2.503173e+01"," 2.504138e+15"," 2.340684e+12"," 4.190045e-03"," 4.367385e-11"," 2.836938e+01"," 9.957000e+14"," 9.834578e+11"," 1.967597e-03"," 3.907652e-11"," 3.170702e+01"
" 1.457738e+00"," 1.798684e+03"," 1.721802e+04"," 1.876256e+18"," 3.498269e+15"," 3.658260e-01"," 7.476500e-10"," 1.657193e+00"," 1.294080e+18"," 1.182403e+15"," 3.709437e-01"," 2.492088e-10"," 4.971734e+00"," 5.847635e+17"," 4.684144e+14"," 2.449185e-01"," 1.495253e-10"," 8.286223e+00"," 2.466213e+17"," 1.925884e+14"," 1.409774e-01"," 1.068038e-10"," 1.160071e+01"," 1.018196e+17"," 8.037432e+13"," 7.564518e-02"," 8.306932e-11"," 1.491525e+01"," 4.160793e+16"," 3.379819e+13"," 3.887832e-02"," 6.796541e-11"," 1.822986e+01"," 1.686117e+16"," 1.427498e+13"," 1.940619e-02"," 5.750894e-11"," 2.154448e+01"," 6.792208e+15"," 6.045944e+12"," 9.483677e-03"," 4.984090e-11"," 2.485910e+01"," 2.731764e+15"," 2.565466e+12"," 4.560753e-03"," 4.397714e-11"," 2.817373e+01"," 1.098292e+15"," 1.090042e+12"," 2.165800e-03"," 3.934788e-11"," 3.148835e+01"
" 1.467599e+00"," 1.823101e+03"," 1.733987e+04"," 1.872914e+18"," 3.512609e+15"," 3.647747e-01"," 7.528783e-10"," 1.645684e+00"," 1.307067e+18"," 1.199230e+15"," 3.736100e-01"," 2.509516e-10"," 4.937208e+00"," 5.956956e+17"," 4.801700e+14"," 2.493216e-01"," 1.505709e-10"," 8.228679e+00"," 2.541127e+17"," 1.995779e+14"," 1.450793e-01"," 1.075507e-10"," 1.152015e+01"," 1.062552e+17"," 8.420927e+13"," 7.870410e-02"," 8.365022e-11"," 1.481168e+01"," 4.382847e+16"," 3.580305e+13"," 4.089852e-02"," 6.844069e-11"," 1.810327e+01"," 1.796473e+16"," 1.528977e+13"," 2.064140e-02"," 5.791110e-11"," 2.139486e+01"," 7.325199e+15"," 6.547842e+12"," 1.019963e-02"," 5.018944e-11"," 2.468647e+01"," 2.977068e+15"," 2.809415e+12"," 4.959750e-03"," 4.428467e-11"," 2.797808e+01"," 1.210807e+15"," 1.207018e+12"," 2.381564e-03"," 3.962304e-11"," 3.126968e+01"
" 1.477531e+00"," 1.847861e+03"," 1.746260e+04"," 1.859219e+18"," 3.526839e+15"," 3.636913e-01"," 7.581803e-10"," 1.634176e+00"," 1.312605e+18"," 1.216114e+15"," 3.762208e-01"," 2.527188e-10"," 4.902682e+00"," 6.038637e+17"," 4.920970e+14"," 2.537277e-01"," 1.516313e-10"," 8.171136e+00"," 2.606790e+17"," 2.067483e+14"," 1.492407e-01"," 1.083081e-10"," 1.143959e+01"," 1.102232e+17"," 8.818727e+13"," 8.184566e-02"," 8.423931e-11"," 1.470810e+01"," 4.600994e+16"," 3.790587e+13"," 4.299782e-02"," 6.892267e-11"," 1.797667e+01"," 1.905328e+16"," 1.636601e+13"," 2.193984e-02"," 5.831893e-11"," 2.124525e+01"," 7.860655e+15"," 7.086073e+12"," 1.096085e-02"," 5.054289e-11"," 2.451383e+01"," 3.231212e+15"," 3.073943e+12"," 5.388799e-03"," 4.459654e-11"," 2.778243e+01"," 1.327832e+15"," 1.335277e+12"," 2.616207e-03"," 3.990208e-11"," 3.105101e+01"
" 1.487537e+00"," 1.872973e+03"," 1.758625e+04"," 1.854275e+18"," 3.540961e+15"," 3.625761e-01"," 7.635574e-10"," 1.622668e+00"," 1.321693e+18"," 1.233054e+15"," 3.787749e-01"," 2.545112e-10"," 4.868156e+00"," 6.149372e+17"," 5.041948e+14"," 2.581347e-01"," 1.527067e-10"," 8.113593e+00"," 2.681465e+17"," 2.141016e+14"," 1.534603e-01"," 1.090762e-10"," 1.135903e+01"," 1.147675e+17"," 9.231180e+13"," 8.507026e-02"," 8.483675e-11"," 1.460452e+01"," 4.839108e+16"," 4.011025e+13"," 4.517791e-02"," 6.941148e-11"," 1.785007e+01"," 2.028668e+16"," 1.750670e+13"," 2.330375e-02"," 5.873254e-11"," 2.109563e+01"," 8.455603e+15"," 7.662841e+12"," 1.176953e-02"," 5.090135e-11"," 2.434120e+01"," 3.513781e+15"," 3.360545e+12"," 5.849742e-03"," 4.491282e-11"," 2.758678e+01"," 1.459135e+15"," 1.475775e+12"," 2.871122e-03"," 4.018507e-11"," 3.083235e+01"
" 1.497617e+00"," 1.898443e+03"," 1.771081e+04"," 1.847982e+18"," 3.554973e+15"," 3.614292e-01"," 7.690114e-10"," 1.611159e+00"," 1.331504e+18"," 1.250046e+15"," 3.812713e-01"," 2.563291e-10"," 4.833630e+00"," 6.260535e+17"," 5.164628e+14"," 2.625403e-01"," 1.537975e-10"," 8.056050e+00"," 2.760291e+17"," 2.216399e+14"," 1.577368e-01"," 1.098553e-10"," 1.127847e+01"," 1.192690e+17"," 9.658639e+13"," 8.837824e-02"," 8.544272e-11"," 1.450094e+01"," 5.087363e+16"," 4.241984e+13"," 4.744044e-02"," 6.990728e-11"," 1.772348e+01"," 2.154183e+16"," 1.871493e+13"," 2.473537e-02"," 5.915206e-11"," 2.094602e+01"," 9.083865e+15"," 8.280449e+12"," 1.262793e-02"," 5.126493e-11"," 2.416857e+01"," 3.817289e+15"," 3.670805e+12"," 6.344496e-03"," 4.523363e-11"," 2.739112e+01"," 1.603634e+15"," 1.629537e+12"," 3.147783e-03"," 4.047211e-11"," 3.061368e+01"
" 1.507774e+00"," 1.924280e+03"," 1.783633e+04"," 1.842071e+18"," 3.568876e+15"," 3.602509e-01"," 7.745439e-10"," 1.599651e+00"," 1.340631e+18"," 1.267088e+15"," 3.837089e-01"," 2.581732e-10"," 4.799104e+00"," 6.363026e+17"," 5.289003e+14"," 2.669424e-01"," 1.549039e-10"," 7.998507e+00"," 2.837850e+17"," 2.293652e+14"," 1.620688e-01"," 1.106457e-10"," 1.119791e+01"," 1.240305e+17"," 1.010145e+14"," 9.176985e-02"," 8.605742e-11"," 1.439736e+01"," 5.342349e+16"," 4.483836e+13"," 4.978702e-02"," 7.041021e-11"," 1.759688e+01"," 2.287526e+16"," 1.999388e+13"," 2.623699e-02"," 5.957761e-11"," 2.079640e+01"," 9.752718e+15"," 8.941309e+12"," 1.353836e-02"," 5.163374e-11"," 2.399594e+01"," 4.145136e+15"," 4.006397e+12"," 6.875063e-03"," 4.555905e-11"," 2.719547e+01"," 1.757768e+15"," 1.797661e+12"," 3.447745e-03"," 4.076327e-11"," 3.039501e+01"
" 1.518008e+00"," 1.950491e+03"," 1.796280e+04"," 1.836798e+18"," 3.582669e+15"," 3.590415e-01"," 7.801565e-10"," 1.588143e+00"," 1.350028e+18"," 1.284179e+15"," 3.860867e-01"," 2.600440e-10"," 4.764578e+00"," 6.476109e+17"," 5.415066e+14"," 2.713387e-01"," 1.560264e-10"," 7.940963e+00"," 2.921438e+17"," 2.372795e+14"," 1.664548e-01"," 1.114474e-10"," 1.111735e+01"," 1.286444e+17"," 1.055997e+14"," 9.524524e-02"," 8.668102e-11"," 1.429379e+01"," 5.608811e+16"," 4.736961e+13"," 5.221923e-02"," 7.092043e-11"," 1.747028e+01"," 2.430337e+16"," 2.134684e+13"," 2.781089e-02"," 6.000933e-11"," 2.064679e+01"," 1.044494e+16"," 9.647937e+12"," 1.450320e-02"," 5.200790e-11"," 2.382330e+01"," 4.488268e+15"," 4.369095e+12"," 7.443521e-03"," 4.588919e-11"," 2.699982e+01"," 1.926818e+15"," 1.981321e+12"," 3.772649e-03"," 4.105866e-11"," 3.017634e+01"
" 1.528321e+00"," 1.977085e+03"," 1.809026e+04"," 1.830986e+18"," 3.596354e+15"," 3.578013e-01"," 7.858511e-10"," 1.576635e+00"," 1.358655e+18"," 1.301315e+15"," 3.884035e-01"," 2.619421e-10"," 4.730052e+00"," 6.586745e+17"," 5.542808e+14"," 2.757270e-01"," 1.571653e-10"," 7.883420e+00"," 2.997156e+17"," 2.453845e+14"," 1.708932e-01"," 1.122609e-10"," 1.103679e+01"," 1.336434e+17"," 1.103455e+14"," 9.880448e-02"," 8.731373e-11"," 1.419021e+01"," 5.888521e+16"," 5.001743e+13"," 5.473858e-02"," 7.143810e-11"," 1.734369e+01"," 2.572057e+16"," 2.277720e+13"," 2.945936e-02"," 6.044736e-11"," 2.049717e+01"," 1.120282e+16"," 1.040296e+13"," 1.552486e-02"," 5.238752e-11"," 2.365067e+01"," 4.866371e+15"," 4.760770e+12"," 8.052034e-03"," 4.622415e-11"," 2.680417e+01"," 2.110257e+15"," 2.181770e+12"," 4.124222e-03"," 4.135836e-11"," 2.995767e+01"
" 1.538716e+00"," 2.004070e+03"," 1.821873e+04"," 1.824651e+18"," 3.609929e+15"," 3.565304e-01"," 7.916294e-10"," 1.565126e+00"," 1.365328e+18"," 1.318494e+15"," 3.906584e-01"," 2.638682e-10"," 4.695526e+00"," 6.701659e+17"," 5.672220e+14"," 2.801050e-01"," 1.583209e-10"," 7.825877e+00"," 3.078743e+17"," 2.536822e+14"," 1.753823e-01"," 1.130864e-10"," 1.095623e+01"," 1.387661e+17"," 1.152554e+14"," 1.024475e-01"," 8.795575e-11"," 1.408663e+01"," 6.170409e+16"," 5.278575e+13"," 5.734654e-02"," 7.196338e-11"," 1.721709e+01"," 2.725008e+16"," 2.428847e+13"," 3.118469e-02"," 6.089182e-11"," 2.034756e+01"," 1.200717e+16"," 1.120913e+13"," 1.660584e-02"," 5.277272e-11"," 2.347804e+01"," 5.265470e+15"," 5.183396e+12"," 8.702843e-03"," 4.656403e-11"," 2.660852e+01"," 2.310070e+15"," 2.400347e+12"," 4.504281e-03"," 4.166246e-11"," 2.973900e+01"
" 1.549193e+00"," 2.031455e+03"," 1.834822e+04"," 1.818824e+18"," 3.623396e+15"," 3.552291e-01"," 7.974933e-10"," 1.553618e+00"," 1.373601e+18"," 1.335713e+15"," 3.928504e-01"," 2.658228e-10"," 4.661000e+00"," 6.793698e+17"," 5.803293e+14"," 2.844705e-01"," 1.594937e-10"," 7.768334e+00"," 3.157947e+17"," 2.621742e+14"," 1.799205e-01"," 1.139240e-10"," 1.087567e+01"," 1.439614e+17"," 1.203328e+14"," 1.061743e-01"," 8.860727e-11"," 1.398305e+01"," 6.467701e+16"," 5.567855e+13"," 6.004451e-02"," 7.249644e-11"," 1.709050e+01"," 2.891352e+16"," 2.588424e+13"," 3.298918e-02"," 6.134287e-11"," 2.019795e+01"," 1.285097e+16"," 1.206929e+13"," 1.774866e-02"," 5.316363e-11"," 2.330541e+01"," 5.703814e+15"," 5.639056e+12"," 9.398272e-03"," 4.690895e-11"," 2.641287e+01"," 2.518846e+15"," 2.638479e+12"," 4.914733e-03"," 4.197107e-11"," 2.952033e+01"
" 1.559755e+00"," 2.059249e+03"," 1.847876e+04"," 1.815186e+18"," 3.636754e+15"," 3.538976e-01"," 8.034448e-10"," 1.542110e+00"," 1.382046e+18"," 1.352971e+15"," 3.949785e-01"," 2.678065e-10"," 4.626474e+00"," 6.903860e+17"," 5.936015e+14"," 2.888209e-01"," 1.606839e-10"," 7.710791e+00"," 3.243482e+17"," 2.708622e+14"," 1.845058e-01"," 1.147742e-10"," 1.079511e+01"," 1.490342e+17"," 1.255814e+14"," 1.099845e-01"," 8.926852e-11"," 1.387947e+01"," 6.782091e+16"," 5.869986e+13"," 6.283381e-02"," 7.303746e-11"," 1.696390e+01"," 3.059013e+16"," 2.756821e+13"," 3.487511e-02"," 6.180066e-11"," 2.004833e+01"," 1.374940e+16"," 1.298642e+13"," 1.895590e-02"," 5.356037e-11"," 2.313277e+01"," 6.144425e+15"," 6.129944e+12"," 1.014073e-02"," 4.725902e-11"," 2.621722e+01"," 2.752289e+15"," 2.897688e+12"," 5.357583e-03"," 4.228429e-11"," 2.930166e+01"
" 1.570403e+00"," 2.087460e+03"," 1.861037e+04"," 1.804631e+18"," 3.650003e+15"," 3.525362e-01"," 8.094857e-10"," 1.530601e+00"," 1.389125e+18"," 1.370264e+15"," 3.970416e-01"," 2.698201e-10"," 4.591948e+00"," 7.010145e+17"," 6.070374e+14"," 2.931541e-01"," 1.618921e-10"," 7.653247e+00"," 3.327354e+17"," 2.797477e+14"," 1.891364e-01"," 1.156372e-10"," 1.071455e+01"," 1.544333e+17"," 1.310045e+14"," 1.138778e-01"," 8.993971e-11"," 1.377590e+01"," 7.095102e+16"," 6.185376e+13"," 6.571573e-02"," 7.358661e-11"," 1.683730e+01"," 3.235106e+16"," 2.934418e+13"," 3.684477e-02"," 6.226532e-11"," 1.989872e+01"," 1.465499e+16"," 1.396362e+13"," 2.023019e-02"," 5.396308e-11"," 2.296014e+01"," 6.639490e+15"," 6.658368e+12"," 1.093270e-02"," 4.761435e-11"," 2.602157e+01"," 3.002965e+15"," 3.179591e+12"," 5.834927e-03"," 4.260222e-11"," 2.908299e+01"
" 1.581139e+00"," 2.116099e+03"," 1.874306e+04"," 1.798722e+18"," 3.663143e+15"," 3.511452e-01"," 8.156182e-10"," 1.519093e+00"," 1.397061e+18"," 1.387590e+15"," 3.990389e-01"," 2.718642e-10"," 4.557422e+00"," 7.114127e+17"," 6.206359e+14"," 2.974677e-01"," 1.631185e-10"," 7.595704e+00"," 3.403374e+17"," 2.888323e+14"," 1.938102e-01"," 1.165132e-10"," 1.063399e+01"," 1.600886e+17"," 1.366056e+14"," 1.178538e-01"," 9.062107e-11"," 1.367232e+01"," 7.432076e+16"," 6.514442e+13"," 6.869146e-02"," 7.414408e-11"," 1.671071e+01"," 3.426935e+16"," 3.121605e+13"," 3.890041e-02"," 6.273703e-11"," 1.974910e+01"," 1.565393e+16"," 1.500410e+13"," 2.157417e-02"," 5.437189e-11"," 2.278751e+01"," 7.158768e+15"," 7.226755e+12"," 1.177674e-02"," 4.797506e-11"," 2.582592e+01"," 3.274275e+15"," 3.485910e+12"," 6.348960e-03"," 4.292496e-11"," 2.886432e+01"
" 1.591965e+00"," 2.145175e+03"," 1.887688e+04"," 1.791105e+18"," 3.676175e+15"," 3.497248e-01"," 8.218443e-10"," 1.507585e+00"," 1.400749e+18"," 1.404947e+15"," 4.009694e-01"," 2.739395e-10"," 4.522897e+00"," 7.220919e+17"," 6.343956e+14"," 3.017591e-01"," 1.643637e-10"," 7.538161e+00"," 3.491689e+17"," 2.981174e+14"," 1.985252e-01"," 1.174026e-10"," 1.055343e+01"," 1.655749e+17"," 1.423881e+14"," 1.219120e-01"," 9.131284e-11"," 1.356874e+01"," 7.772226e+16"," 6.857601e+13"," 7.176209e-02"," 7.471007e-11"," 1.658411e+01"," 3.608317e+16"," 3.318784e+13"," 4.104427e-02"," 6.321594e-11"," 1.959949e+01"," 1.669871e+16"," 1.611121e+13"," 2.299056e-02"," 5.478695e-11"," 2.261488e+01"," 7.719052e+15"," 7.837657e+12"," 1.267551e-02"," 4.834128e-11"," 2.563027e+01"," 3.561892e+15"," 3.818472e+12"," 6.901975e-03"," 4.325263e-11"," 2.864565e+01"
" 1.602882e+00"," 2.174699e+03"," 1.901183e+04"," 1.784618e+18"," 3.689099e+15"," 3.482752e-01"," 8.281661e-10"," 1.496077e+00"," 1.409445e+18"," 1.422331e+15"," 4.028322e-01"," 2.760467e-10"," 4.488371e+00"," 7.325634e+17"," 6.483152e+14"," 3.060261e-01"," 1.656280e-10"," 7.480618e+00"," 3.577100e+17"," 3.076043e+14"," 2.032791e-01"," 1.183057e-10"," 1.047286e+01"," 1.715113e+17"," 1.483555e+14"," 1.260516e-01"," 9.201524e-11"," 1.346516e+01"," 8.127600e+16"," 7.215277e+13"," 7.492866e-02"," 7.528476e-11"," 1.645751e+01"," 3.808626e+16"," 3.526365e+13"," 4.327856e-02"," 6.370221e-11"," 1.944987e+01"," 1.782754e+16"," 1.728840e+13"," 2.448208e-02"," 5.520839e-11"," 2.244224e+01"," 8.309487e+15"," 8.493749e+12"," 1.363172e-02"," 4.871314e-11"," 2.543462e+01"," 3.878727e+15"," 4.179217e+12"," 7.496367e-03"," 4.358535e-11"," 2.842699e+01"
" 1.613893e+00"," 2.204680e+03"," 1.914794e+04"," 1.774830e+18"," 3.701914e+15"," 3.467967e-01"," 8.345860e-10"," 1.484568e+00"," 1.415591e+18"," 1.439741e+15"," 4.046263e-01"," 2.781866e-10"," 4.453845e+00"," 7.438356e+17"," 6.623930e+14"," 3.102661e-01"," 1.669120e-10"," 7.423074e+00"," 3.664001e+17"," 3.172943e+14"," 2.080697e-01"," 1.192228e-10"," 1.039230e+01"," 1.773344e+17"," 1.545111e+14"," 1.302719e-01"," 9.272854e-11"," 1.336158e+01"," 8.461465e+16"," 7.587899e+13"," 7.819209e-02"," 7.586836e-11"," 1.633092e+01"," 4.018978e+16"," 3.744768e+13"," 4.560546e-02"," 6.419603e-11"," 1.930026e+01"," 1.900936e+16"," 1.853928e+13"," 2.605150e-02"," 5.563636e-11"," 2.226961e+01"," 8.947109e+15"," 9.197837e+12"," 1.464817e-02"," 4.909076e-11"," 2.523896e+01"," 4.217507e+15"," 4.570202e+12"," 8.134627e-03"," 4.392322e-11"," 2.820832e+01"
