K,TotalPower,OnAxisPowerDensity,FluxDensity1,CentralConeFlux1,F1,wavelength1,photonEnergy1,FluxDensity3,CentralConeFlux3,F3,wavelength3,photonEnergy3,FluxDensity5,CentralConeFlux5,F5,wavelength5,photonEnergy5,FluxDensity7,CentralConeFlux7,F7,wavelength7,photonEnergy7,FluxDensity9,CentralConeFlux9,F9,wavelength9,photonEnergy9,FluxDensity11,CentralConeFlux11,F11,wavelength11,photonEnergy11,FluxDensity13,CentralConeFlux13,F13,wavelength13,photonEnergy13,FluxDensity15,CentralConeFlux15,F15,wavelength15,photonEnergy15,FluxDensity17,CentralConeFlux17,F17,wavelength17,photonEnergy17,FluxDensity19,CentralConeFlux19,F19,wavelength19,photonEnergy19
" 1.156321e+00"," 1.131756e+03"," 1.349041e+04"," 1.940483e+18"," 2.945114e+15"," 3.806983e-01"," 6.049446e-10"," 2.048121e+00"," 8.845417e+17"," 6.599691e+14"," 2.559315e-01"," 2.016417e-10"," 6.144562e+00"," 2.574661e+17"," 1.697799e+14"," 1.097325e-01"," 1.209850e-10"," 1.024094e+01"," 6.990230e+16"," 4.503119e+13"," 4.074650e-02"," 8.640307e-11"," 1.433977e+01"," 1.851667e+16"," 1.208675e+13"," 1.406148e-02"," 6.720214e-11"," 1.843691e+01"," 4.832355e+15"," 3.263407e+12"," 4.640266e-03"," 5.498325e-11"," 2.253413e+01"," 1.251154e+15"," 8.840896e+11"," 1.485657e-03"," 4.652409e-11"," 2.663137e+01"," 3.218771e+14"," 2.400139e+11"," 4.653787e-04"," 4.032073e-11"," 3.072861e+01"," 8.265192e+13"," 6.525103e+10"," 1.433888e-04"," 3.557701e-11"," 3.482586e+01"," 2.118892e+13"," 1.775688e+10"," 4.361131e-05"," 3.183199e-11"," 3.892310e+01"
" 1.164445e+00"," 1.147715e+03"," 1.359114e+04"," 1.942150e+18"," 2.963212e+15"," 3.808859e-01"," 6.083624e-10"," 2.036615e+00"," 8.979618e+17"," 6.735935e+14"," 2.597474e-01"," 2.027809e-10"," 6.110042e+00"," 2.653094e+17"," 1.758880e+14"," 1.130416e-01"," 1.216686e-10"," 1.018340e+01"," 7.316820e+16"," 4.736078e+13"," 4.261368e-02"," 8.689122e-11"," 1.425921e+01"," 1.968405e+16"," 1.290643e+13"," 1.493072e-02"," 6.758182e-11"," 1.833333e+01"," 5.214412e+15"," 3.538163e+12"," 5.002680e-03"," 5.529389e-11"," 2.240754e+01"," 1.371924e+15"," 9.732502e+11"," 1.626298e-03"," 4.678694e-11"," 2.648175e+01"," 3.582425e+14"," 2.682834e+11"," 5.172699e-04"," 4.054853e-11"," 3.055598e+01"," 9.340331e+13"," 7.405921e+10"," 1.618304e-04"," 3.577801e-11"," 3.463021e+01"," 2.433316e+13"," 2.046428e+10"," 4.997839e-05"," 3.201184e-11"," 3.870443e+01"
" 1.172604e+00"," 1.163854e+03"," 1.369228e+04"," 1.943559e+18"," 2.981198e+15"," 3.810329e-01"," 6.118190e-10"," 2.025109e+00"," 9.122221e+17"," 6.873416e+14"," 2.635515e-01"," 2.039331e-10"," 6.075522e+00"," 2.735830e+17"," 1.821461e+14"," 1.164023e-01"," 1.223598e-10"," 1.012587e+01"," 7.650981e+16"," 4.978417e+13"," 4.454109e-02"," 8.738492e-11"," 1.417865e+01"," 2.090853e+16"," 1.377220e+13"," 1.584226e-02"," 6.796580e-11"," 1.822976e+01"," 5.626890e+15"," 3.832823e+12"," 5.388687e-03"," 5.560806e-11"," 2.228094e+01"," 1.498072e+15"," 1.070338e+12"," 1.778426e-03"," 4.705277e-11"," 2.633214e+01"," 3.977220e+14"," 2.995388e+11"," 5.742697e-04"," 4.077892e-11"," 3.038334e+01"," 1.052069e+14"," 8.394727e+10"," 1.824009e-04"," 3.598130e-11"," 3.443456e+01"," 2.785235e+13"," 2.355027e+10"," 5.719013e-05"," 3.219372e-11"," 3.848576e+01"
" 1.180799e+00"," 1.180179e+03"," 1.379383e+04"," 1.944994e+18"," 2.999074e+15"," 3.811396e-01"," 6.153151e-10"," 2.013603e+00"," 9.253866e+17"," 7.012120e+14"," 2.673422e-01"," 2.050984e-10"," 6.041002e+00"," 2.817104e+17"," 1.885557e+14"," 1.198137e-01"," 1.230590e-10"," 1.006834e+01"," 8.007018e+16"," 5.230391e+13"," 4.652959e-02"," 8.788426e-11"," 1.409809e+01"," 2.219245e+16"," 1.468606e+13"," 1.679750e-02"," 6.835418e-11"," 1.812618e+01"," 6.052863e+15"," 4.148578e+12"," 5.799478e-03"," 5.592582e-11"," 2.215435e+01"," 1.638271e+15"," 1.175957e+12"," 1.942817e-03"," 4.732164e-11"," 2.618252e+01"," 4.415356e+14"," 3.340578e+11"," 6.368099e-04"," 4.101194e-11"," 3.021071e+01"," 1.185852e+14"," 9.503381e+10"," 2.053166e-04"," 3.618690e-11"," 3.423891e+01"," 3.186166e+13"," 2.706290e+10"," 6.534687e-05"," 3.237769e-11"," 3.826710e+01"
" 1.189030e+00"," 1.196690e+03"," 1.389581e+04"," 1.944152e+18"," 3.016838e+15"," 3.812063e-01"," 6.188514e-10"," 2.002096e+00"," 9.388304e+17"," 7.152033e+14"," 2.711183e-01"," 2.062771e-10"," 6.006482e+00"," 2.900530e+17"," 1.951182e+14"," 1.232753e-01"," 1.237451e-10"," 1.001252e+01"," 8.364608e+16"," 5.492257e+13"," 4.857995e-02"," 8.838934e-11"," 1.401753e+01"," 2.347491e+16"," 1.565008e+13"," 1.779784e-02"," 6.874702e-11"," 1.802260e+01"," 6.518609e+15"," 4.486676e+12"," 6.236279e-03"," 5.624724e-11"," 2.202775e+01"," 1.790561e+15"," 1.290752e+12"," 2.120285e-03"," 4.759361e-11"," 2.603291e+01"," 4.895079e+14"," 3.721400e+11"," 7.053519e-04"," 4.124764e-11"," 3.003808e+01"," 1.334612e+14"," 1.074489e+11"," 2.308123e-04"," 3.639488e-11"," 3.404325e+01"," 3.642209e+13"," 3.105565e+10"," 7.455939e-05"," 3.256376e-11"," 3.804843e+01"
" 1.197299e+00"," 1.213393e+03"," 1.399824e+04"," 1.945808e+18"," 3.034491e+15"," 3.812333e-01"," 6.223214e-10"," 1.990933e+00"," 9.523963e+17"," 7.293138e+14"," 2.748784e-01"," 2.074695e-10"," 5.971962e+00"," 2.983801e+17"," 2.018351e+14"," 1.267861e-01"," 1.244604e-10"," 9.954976e+00"," 8.722743e+16"," 5.764273e+13"," 5.069295e-02"," 8.890027e-11"," 1.393697e+01"," 2.488764e+16"," 1.666638e+13"," 1.884468e-02"," 6.914440e-11"," 1.791902e+01"," 7.008966e+15"," 4.848418e+12"," 6.700354e-03"," 5.657236e-11"," 2.190115e+01"," 1.952864e+15"," 1.415405e+12"," 2.311687e-03"," 4.786872e-11"," 2.588329e+01"," 5.422409e+14"," 4.141088e+11"," 7.803883e-04"," 4.148607e-11"," 2.986545e+01"," 1.501208e+14"," 1.213348e+11"," 2.591429e-04"," 3.660525e-11"," 3.384760e+01"," 4.144937e+13"," 3.558800e+10"," 8.494977e-05"," 3.275199e-11"," 3.782976e+01"
" 1.205607e+00"," 1.230290e+03"," 1.410111e+04"," 1.945612e+18"," 3.052033e+15"," 3.812207e-01"," 6.259395e-10"," 1.979424e+00"," 9.644380e+17"," 7.435420e+14"," 2.786212e-01"," 2.086757e-10"," 5.937442e+00"," 3.072969e+17"," 2.087078e+14"," 1.303455e-01"," 1.251840e-10"," 9.897433e+00"," 9.100881e+16"," 6.046700e+13"," 5.286933e-02"," 8.941713e-11"," 1.385641e+01"," 2.634180e+16"," 1.773713e+13"," 1.993946e-02"," 6.954640e-11"," 1.781544e+01"," 7.524947e+15"," 5.235164e+12"," 7.193005e-03"," 5.690127e-11"," 2.177456e+01"," 2.129671e+15"," 1.550640e+12"," 2.517919e-03"," 4.814702e-11"," 2.573368e+01"," 6.006205e+14"," 4.603123e+11"," 8.624446e-04"," 4.172727e-11"," 2.969281e+01"," 1.683486e+14"," 1.368475e+11"," 2.905849e-04"," 3.681807e-11"," 3.365195e+01"," 4.725327e+13"," 4.072602e+10"," 9.665246e-05"," 3.294241e-11"," 3.761109e+01"
" 1.213954e+00"," 1.247385e+03"," 1.420444e+04"," 1.947947e+18"," 3.069463e+15"," 3.811689e-01"," 6.296000e-10"," 1.967916e+00"," 9.778027e+17"," 7.578864e+14"," 2.823452e-01"," 2.098960e-10"," 5.902922e+00"," 3.150422e+17"," 2.157376e+14"," 1.339525e-01"," 1.259160e-10"," 9.839889e+00"," 9.494817e+16"," 6.339799e+13"," 5.510976e-02"," 8.994004e-11"," 1.377585e+01"," 2.788853e+16"," 1.886458e+13"," 2.108359e-02"," 6.995311e-11"," 1.771187e+01"," 8.084840e+15"," 5.648334e+12"," 7.715571e-03"," 5.723403e-11"," 2.164796e+01"," 2.321255e+15"," 1.697225e+12"," 2.739920e-03"," 4.842858e-11"," 2.558406e+01"," 6.620293e+14"," 5.111252e+11"," 9.520804e-04"," 4.197129e-11"," 2.952018e+01"," 1.889187e+14"," 1.541570e+11"," 3.254371e-04"," 3.703338e-11"," 3.345630e+01"," 5.375908e+13"," 4.654296e+10"," 1.098152e-04"," 3.313506e-11"," 3.739242e+01"
" 1.222341e+00"," 1.264680e+03"," 1.430826e+04"," 1.948645e+18"," 3.086783e+15"," 3.810781e-01"," 6.333035e-10"," 1.956408e+00"," 9.912019e+17"," 7.723452e+14"," 2.860491e-01"," 2.111307e-10"," 5.868402e+00"," 3.239460e+17"," 2.229258e+14"," 1.376062e-01"," 1.266567e-10"," 9.782346e+00"," 9.905452e+16"," 6.643834e+13"," 5.741490e-02"," 9.046909e-11"," 1.369528e+01"," 2.946428e+16"," 2.005100e+13"," 2.227852e-02"," 7.036460e-11"," 1.760829e+01"," 8.674573e+15"," 6.089405e+12"," 8.269426e-03"," 5.757070e-11"," 2.152136e+01"," 2.523132e+15"," 1.855973e+12"," 2.978673e-03"," 4.871346e-11"," 2.543445e+01"," 7.312394e+14"," 5.669505e+11"," 1.049891e-03"," 4.221818e-11"," 2.934755e+01"," 2.115162e+14"," 1.734491e+11"," 3.640229e-04"," 3.725123e-11"," 3.326065e+01"," 6.109970e+13"," 5.311997e+10"," 1.246004e-04"," 3.332997e-11"," 3.717375e+01"
" 1.230769e+00"," 1.282181e+03"," 1.441256e+04"," 1.943921e+18"," 3.103992e+15"," 3.809484e-01"," 6.370509e-10"," 1.944900e+00"," 1.004487e+18"," 7.869168e+14"," 2.897315e-01"," 2.123800e-10"," 5.833882e+00"," 3.327613e+17"," 2.302737e+14"," 1.413058e-01"," 1.274062e-10"," 9.724803e+00"," 1.032339e+17"," 6.959070e+13"," 5.978536e-02"," 9.100441e-11"," 1.361472e+01"," 3.115237e+16"," 2.129874e+13"," 2.352567e-02"," 7.078096e-11"," 1.750471e+01"," 9.270787e+15"," 6.559918e+12"," 8.855982e-03"," 5.791136e-11"," 2.139477e+01"," 2.743534e+15"," 2.027743e+12"," 3.235206e-03"," 4.900170e-11"," 2.528484e+01"," 8.064574e+14"," 6.282207e+11"," 1.156509e-03"," 4.246799e-11"," 2.917492e+01"," 2.367106e+14"," 1.949263e+11"," 4.066914e-04"," 3.747165e-11"," 3.306500e+01"," 6.923110e+13"," 6.054684e+10"," 1.411857e-04"," 3.352719e-11"," 3.695508e+01"
" 1.239239e+00"," 1.299889e+03"," 1.451736e+04"," 1.943696e+18"," 3.121089e+15"," 3.807802e-01"," 6.408429e-10"," 1.933391e+00"," 1.017551e+18"," 8.015995e+14"," 2.933911e-01"," 2.136442e-10"," 5.799362e+00"," 3.415985e+17"," 2.377824e+14"," 1.450501e-01"," 1.281646e-10"," 9.667260e+00"," 1.074413e+17"," 7.285774e+13"," 6.222171e-02"," 9.154611e-11"," 1.353416e+01"," 3.289700e+16"," 2.261021e+13"," 2.482649e-02"," 7.120227e-11"," 1.740113e+01"," 9.931026e+15"," 7.061477e+12"," 9.476685e-03"," 5.825607e-11"," 2.126817e+01"," 2.982586e+15"," 2.213445e+12"," 3.510592e-03"," 4.929338e-11"," 2.513522e+01"," 8.883459e+14"," 6.954002e+11"," 1.272607e-03"," 4.272077e-11"," 2.900228e+01"," 2.637458e+14"," 2.188091e+11"," 4.538187e-04"," 3.769469e-11"," 3.286935e+01"," 7.852011e+13"," 6.892276e+10"," 1.597660e-04"," 3.372676e-11"," 3.673641e+01"
" 1.247752e+00"," 1.317810e+03"," 1.462268e+04"," 1.942221e+18"," 3.138076e+15"," 3.805738e-01"," 6.446802e-10"," 1.921883e+00"," 1.030842e+18"," 8.163916e+14"," 2.970265e-01"," 2.149235e-10"," 5.764842e+00"," 3.509558e+17"," 2.454532e+14"," 1.488381e-01"," 1.289320e-10"," 9.609717e+00"," 1.119155e+17"," 7.624212e+13"," 6.472445e-02"," 9.209429e-11"," 1.345360e+01"," 3.474771e+16"," 2.398787e+13"," 2.618240e-02"," 7.162863e-11"," 1.729755e+01"," 1.063659e+16"," 7.595749e+12"," 1.013301e-02"," 5.860490e-11"," 2.114158e+01"," 3.234157e+15"," 2.414039e+12"," 3.805950e-03"," 4.958855e-11"," 2.498561e+01"," 9.786472e+14"," 7.689867e+11"," 1.398896e-03"," 4.297659e-11"," 2.882965e+01"," 2.944483e+14"," 2.453372e+11"," 5.058104e-04"," 3.792041e-11"," 3.267370e+01"," 8.887403e+13"," 7.835722e+10"," 1.805544e-04"," 3.392871e-11"," 3.651774e+01"
" 1.256309e+00"," 1.335947e+03"," 1.472853e+04"," 1.942202e+18"," 3.154952e+15"," 3.803293e-01"," 6.485638e-10"," 1.910375e+00"," 1.040314e+18"," 8.312914e+14"," 3.006364e-01"," 2.162182e-10"," 5.730322e+00"," 3.603252e+17"," 2.532871e+14"," 1.526687e-01"," 1.297087e-10"," 9.552173e+00"," 1.164437e+17"," 7.974652e+13"," 6.729407e-02"," 9.264907e-11"," 1.337304e+01"," 3.659429e+16"," 2.543422e+13"," 2.759484e-02"," 7.206013e-11"," 1.719397e+01"," 1.138022e+16"," 8.164468e+12"," 1.082649e-02"," 5.895795e-11"," 2.101498e+01"," 3.508948e+15"," 2.630538e+12"," 4.122445e-03"," 4.988728e-11"," 2.483599e+01"," 1.073875e+15"," 8.495132e+11"," 1.536131e-03"," 4.323548e-11"," 2.865702e+01"," 3.282402e+14"," 2.747714e+11"," 5.631024e-04"," 3.814884e-11"," 3.247805e+01"," 1.004948e+14"," 8.897088e+10"," 2.037832e-04"," 3.413310e-11"," 3.629907e+01"
" 1.264911e+00"," 1.354303e+03"," 1.483491e+04"," 1.940066e+18"," 3.171717e+15"," 3.800470e-01"," 6.524945e-10"," 1.898866e+00"," 1.052992e+18"," 8.462969e+14"," 3.042194e-01"," 2.175286e-10"," 5.695802e+00"," 3.697404e+17"," 2.612852e+14"," 1.565408e-01"," 1.304948e-10"," 9.494630e+00"," 1.210505e+17"," 8.337363e+13"," 6.993097e-02"," 9.321058e-11"," 1.329248e+01"," 3.857609e+16"," 2.695184e+13"," 2.906523e-02"," 7.249686e-11"," 1.709040e+01"," 1.215207e+16"," 8.769433e+12"," 1.155865e-02"," 5.931527e-11"," 2.088838e+01"," 3.791094e+15"," 2.864009e+12"," 4.461291e-03"," 5.018962e-11"," 2.468638e+01"," 1.179686e+15"," 9.375499e+11"," 1.685111e-03"," 4.349752e-11"," 2.848439e+01"," 3.656477e+14"," 3.073943e+11"," 6.261633e-04"," 3.838005e-11"," 3.228240e+01"," 1.131422e+14"," 1.008966e+11"," 2.297063e-04"," 3.433997e-11"," 3.608040e+01"
" 1.273558e+00"," 1.372884e+03"," 1.494184e+04"," 1.938755e+18"," 3.188371e+15"," 3.797271e-01"," 6.564732e-10"," 1.887358e+00"," 1.065804e+18"," 8.614065e+14"," 3.077742e-01"," 2.188175e-10"," 5.662252e+00"," 3.787698e+17"," 2.694484e+14"," 1.604532e-01"," 1.312905e-10"," 9.437087e+00"," 1.259538e+17"," 8.712613e+13"," 7.263555e-02"," 9.377894e-11"," 1.321192e+01"," 4.066028e+16"," 2.854335e+13"," 3.059498e-02"," 7.293891e-11"," 1.698682e+01"," 1.297340e+16"," 9.412514e+12"," 1.233108e-02"," 5.967695e-11"," 2.076179e+01"," 4.106072e+15"," 3.115578e+12"," 4.823750e-03"," 5.049566e-11"," 2.453676e+01"," 1.294842e+15"," 1.033706e+12"," 1.846678e-03"," 4.376274e-11"," 2.831175e+01"," 4.061247e+14"," 3.435128e+11"," 6.954959e-04"," 3.861407e-11"," 3.208675e+01"," 1.276751e+14"," 1.142804e+11"," 2.585998e-04"," 3.454936e-11"," 3.586173e+01"
" 1.282253e+00"," 1.391692e+03"," 1.504935e+04"," 1.937000e+18"," 3.204915e+15"," 3.793700e-01"," 6.605006e-10"," 1.875850e+00"," 1.079168e+18"," 8.766182e+14"," 3.112994e-01"," 2.201600e-10"," 5.627726e+00"," 3.882636e+17"," 2.777778e+14"," 1.644046e-01"," 1.320960e-10"," 9.379544e+00"," 1.303414e+17"," 9.100672e+13"," 7.540810e-02"," 9.435427e-11"," 1.313136e+01"," 4.285503e+16"," 3.021143e+13"," 3.218551e-02"," 7.338639e-11"," 1.688324e+01"," 1.385709e+16"," 1.009565e+13"," 1.314539e-02"," 6.004306e-11"," 2.063519e+01"," 4.443434e+15"," 3.386430e+12"," 5.211131e-03"," 5.080545e-11"," 2.438715e+01"," 1.419644e+15"," 1.138633e+12"," 2.021723e-03"," 4.403123e-11"," 2.813912e+01"," 4.513615e+14"," 3.834588e+11"," 7.716390e-04"," 3.885097e-11"," 3.189109e+01"," 1.436969e+14"," 1.292829e+11"," 2.907643e-04"," 3.476132e-11"," 3.564307e+01"
" 1.290994e+00"," 1.410733e+03"," 1.515743e+04"," 1.935407e+18"," 3.221348e+15"," 3.789758e-01"," 6.645778e-10"," 1.864342e+00"," 1.091746e+18"," 8.919303e+14"," 3.147937e-01"," 2.215190e-10"," 5.593200e+00"," 3.979439e+17"," 2.862742e+14"," 1.683938e-01"," 1.329114e-10"," 9.322000e+00"," 1.353094e+17"," 9.501808e+13"," 7.824889e-02"," 9.493670e-11"," 1.305080e+01"," 4.505038e+16"," 3.195881e+13"," 3.383819e-02"," 7.383939e-11"," 1.677966e+01"," 1.474389e+16"," 1.082084e+13"," 1.400321e-02"," 6.041370e-11"," 2.050859e+01"," 4.798292e+15"," 3.677811e+12"," 5.624794e-03"," 5.111906e-11"," 2.423753e+01"," 1.549728e+15"," 1.253026e+12"," 2.211185e-03"," 4.430303e-11"," 2.796649e+01"," 5.012068e+14"," 4.275918e+11"," 8.551696e-04"," 3.909079e-11"," 3.169544e+01"," 1.616488e+14"," 1.460799e+11"," 3.265262e-04"," 3.497590e-11"," 3.542440e+01"
" 1.299785e+00"," 1.430010e+03"," 1.526610e+04"," 1.937046e+18"," 3.237670e+15"," 3.785448e-01"," 6.687056e-10"," 1.852833e+00"," 1.105905e+18"," 9.073407e+14"," 3.182559e-01"," 2.228949e-10"," 5.558674e+00"," 4.078358e+17"," 2.949384e+14"," 1.724194e-01"," 1.337369e-10"," 9.264457e+00"," 1.405428e+17"," 9.916290e+13"," 8.115813e-02"," 9.552637e-11"," 1.297024e+01"," 4.739916e+16"," 3.378828e+13"," 3.555440e-02"," 7.429802e-11"," 1.667608e+01"," 1.571052e+16"," 1.159018e+13"," 1.490622e-02"," 6.078894e-11"," 2.038200e+01"," 5.181865e+15"," 3.991029e+12"," 6.066148e-03"," 5.143657e-11"," 2.408792e+01"," 1.696958e+15"," 1.377623e+12"," 2.416053e-03"," 4.457820e-11"," 2.779385e+01"," 5.558557e+14"," 4.763002e+11"," 9.467045e-04"," 3.933359e-11"," 3.149979e+01"," 1.813936e+14"," 1.648645e+11"," 3.662397e-04"," 3.519314e-11"," 3.520573e+01"
" 1.308625e+00"," 1.449528e+03"," 1.537538e+04"," 1.930919e+18"," 3.253881e+15"," 3.780773e-01"," 6.728850e-10"," 1.841325e+00"," 1.116800e+18"," 9.228476e+14"," 3.216845e-01"," 2.242880e-10"," 5.524148e+00"," 4.173671e+17"," 3.037712e+14"," 1.764800e-01"," 1.345728e-10"," 9.206914e+00"," 1.456967e+17"," 1.034439e+14"," 8.413596e-02"," 9.612341e-11"," 1.288968e+01"," 4.982419e+16"," 3.570266e+13"," 3.733550e-02"," 7.476238e-11"," 1.657251e+01"," 1.674121e+16"," 1.240580e+13"," 1.585610e-02"," 6.116887e-11"," 2.025540e+01"," 5.592730e+15"," 4.327459e+12"," 6.536649e-03"," 5.175805e-11"," 2.393831e+01"," 1.854566e+15"," 1.513214e+12"," 2.637367e-03"," 4.485681e-11"," 2.762122e+01"," 6.159806e+14"," 5.300032e+11"," 1.046903e-03"," 3.957943e-11"," 3.130414e+01"," 2.036669e+14"," 1.858476e+11"," 4.102886e-04"," 3.541309e-11"," 3.498706e+01"
" 1.317516e+00"," 1.469291e+03"," 1.548527e+04"," 1.929280e+18"," 3.269982e+15"," 3.775734e-01"," 6.771170e-10"," 1.829817e+00"," 1.129098e+18"," 9.384490e+14"," 3.250783e-01"," 2.256986e-10"," 5.489623e+00"," 4.273146e+17"," 3.127734e+14"," 1.805742e-01"," 1.354191e-10"," 9.149371e+00"," 1.510739e+17"," 1.078637e+14"," 8.718247e-02"," 9.672796e-11"," 1.280912e+01"," 5.233950e+16"," 3.770485e+13"," 3.918283e-02"," 7.523259e-11"," 1.646893e+01"," 1.780852e+16"," 1.326995e+13"," 1.685458e-02"," 6.155358e-11"," 2.012881e+01"," 6.017807e+15"," 4.688544e+12"," 7.037807e-03"," 5.208357e-11"," 2.378869e+01"," 2.024927e+15"," 1.660637e+12"," 2.876220e-03"," 4.513893e-11"," 2.744859e+01"," 6.791287e+14"," 5.891533e+11"," 1.156467e-03"," 3.982835e-11"," 3.110849e+01"," 2.281256e+14"," 2.092601e+11"," 4.590882e-04"," 3.563582e-11"," 3.476839e+01"
" 1.326459e+00"," 1.489305e+03"," 1.559580e+04"," 1.926654e+18"," 3.285972e+15"," 3.770335e-01"," 6.814025e-10"," 1.818308e+00"," 1.141399e+18"," 9.541430e+14"," 3.284360e-01"," 2.271271e-10"," 5.455097e+00"," 4.374431e+17"," 3.219455e+14"," 1.847006e-01"," 1.362762e-10"," 9.091828e+00"," 1.565607e+17"," 1.124249e+14"," 9.029769e-02"," 9.734016e-11"," 1.272856e+01"," 5.474136e+16"," 3.979778e+13"," 4.109768e-02"," 7.570874e-11"," 1.636535e+01"," 1.893833e+16"," 1.418490e+13"," 1.790338e-02"," 6.194316e-11"," 2.000221e+01"," 6.479572e+15"," 5.075795e+12"," 7.571178e-03"," 5.241321e-11"," 2.363908e+01"," 2.210365e+15"," 1.820784e+12"," 3.133760e-03"," 4.542462e-11"," 2.727596e+01"," 7.507198e+14"," 6.542378e+11"," 1.276147e-03"," 4.008043e-11"," 3.091284e+01"," 2.547250e+14"," 2.353541e+11"," 5.130875e-04"," 3.586136e-11"," 3.454972e+01"
" 1.335455e+00"," 1.509574e+03"," 1.570698e+04"," 1.924068e+18"," 3.301852e+15"," 3.764577e-01"," 6.857427e-10"," 1.806800e+00"," 1.152676e+18"," 9.699274e+14"," 3.317562e-01"," 2.285737e-10"," 5.420571e+00"," 4.465914e+17"," 3.312882e+14"," 1.888576e-01"," 1.371442e-10"," 9.034284e+00"," 1.622298e+17"," 1.171303e+14"," 9.348156e-02"," 9.796017e-11"," 1.264800e+01"," 5.747568e+16"," 4.198442e+13"," 4.308134e-02"," 7.619096e-11"," 1.626177e+01"," 2.011934e+16"," 1.515305e+13"," 1.900428e-02"," 6.233770e-11"," 1.987561e+01"," 6.979269e+15"," 5.490797e+12"," 8.138368e-03"," 5.274706e-11"," 2.348946e+01"," 2.406248e+15"," 1.994602e+12"," 3.411191e-03"," 4.571395e-11"," 2.710332e+01"," 8.287040e+14"," 7.257814e+11"," 1.406738e-03"," 4.033572e-11"," 3.071719e+01"," 2.849453e+14"," 2.644045e+11"," 5.727711e-04"," 3.608978e-11"," 3.433105e+01"
" 1.344504e+00"," 1.530102e+03"," 1.581882e+04"," 1.920060e+18"," 3.317622e+15"," 3.758464e-01"," 6.901385e-10"," 1.795292e+00"," 1.165225e+18"," 9.858004e+14"," 3.350377e-01"," 2.300389e-10"," 5.386045e+00"," 4.570713e+17"," 3.408019e+14"," 1.930437e-01"," 1.380234e-10"," 8.976741e+00"," 1.680687e+17"," 1.219825e+14"," 9.673400e-02"," 9.858812e-11"," 1.256744e+01"," 6.026666e+16"," 4.426782e+13"," 4.513507e-02"," 7.667937e-11"," 1.615819e+01"," 2.140255e+16"," 1.617684e+13"," 2.015904e-02"," 6.273730e-11"," 1.974902e+01"," 7.504126e+15"," 5.935207e+12"," 8.741032e-03"," 5.308518e-11"," 2.333985e+01"," 2.621374e+15"," 2.183094e+12"," 3.709772e-03"," 4.600699e-11"," 2.693069e+01"," 9.145055e+14"," 8.043482e+11"," 1.549090e-03"," 4.059428e-11"," 3.052154e+01"," 3.181592e+14"," 2.967110e+11"," 6.386615e-04"," 3.632112e-11"," 3.411238e+01"
" 1.353609e+00"," 1.550896e+03"," 1.593134e+04"," 1.917413e+18"," 3.333281e+15"," 3.751998e-01"," 6.945910e-10"," 1.783784e+00"," 1.177325e+18"," 1.001760e+15"," 3.382793e-01"," 2.315231e-10"," 5.351519e+00"," 4.670959e+17"," 3.504873e+14"," 1.972572e-01"," 1.389138e-10"," 8.919198e+00"," 1.738854e+17"," 1.269841e+14"," 1.000548e-01"," 9.922417e-11"," 1.248688e+01"," 6.317817e+16"," 4.665104e+13"," 4.726008e-02"," 7.717407e-11"," 1.605461e+01"," 2.263583e+16"," 1.725878e+13"," 2.136946e-02"," 6.314206e-11"," 1.962242e+01"," 8.063235e+15"," 6.410759e+12"," 9.380876e-03"," 5.342766e-11"," 2.319023e+01"," 2.852988e+15"," 2.387327e+12"," 4.030823e-03"," 4.630381e-11"," 2.675806e+01"," 1.005720e+15"," 8.905444e+11"," 1.704100e-03"," 4.085618e-11"," 3.032589e+01"," 3.551857e+14"," 3.325996e+11"," 7.113215e-04"," 3.655545e-11"," 3.389371e+01"
" 1.362770e+00"," 1.571959e+03"," 1.604454e+04"," 1.914007e+18"," 3.348830e+15"," 3.745180e-01"," 6.991013e-10"," 1.772275e+00"," 1.185779e+18"," 1.017803e+15"," 3.414796e-01"," 2.330265e-10"," 5.316993e+00"," 4.774494e+17"," 3.603445e+14"," 2.014965e-01"," 1.398159e-10"," 8.861655e+00"," 1.799915e+17"," 1.321377e+14"," 1.034438e-01"," 9.986848e-11"," 1.240632e+01"," 6.609727e+16"," 4.913721e+13"," 4.945755e-02"," 7.767520e-11"," 1.595104e+01"," 2.399682e+16"," 1.840150e+13"," 2.263735e-02"," 6.355207e-11"," 1.949582e+01"," 8.662466e+15"," 6.919264e+12"," 1.005965e-02"," 5.377460e-11"," 2.304062e+01"," 3.098809e+15"," 2.608428e+12"," 4.375722e-03"," 4.660448e-11"," 2.658543e+01"," 1.107340e+15"," 9.850205e+11"," 1.872724e-03"," 4.112148e-11"," 3.013024e+01"," 3.952234e+14"," 3.724249e+11"," 7.913560e-04"," 3.679283e-11"," 3.367504e+01"
