K,Brightness1,F1,wavelength1,photonEnergy1,Brightness3,F3,wavelength3,photonEnergy3,Brightness5,F5,wavelength5,photonEnergy5,Brightness7,F7,wavelength7,photonEnergy7,Brightness9,F9,wavelength9,photonEnergy9,Brightness11,F11,wavelength11,photonEnergy11,Brightness13,F13,wavelength13,photonEnergy13,Brightness15,F15,wavelength15,photonEnergy15,Brightness17,F17,wavelength17,photonEnergy17,Brightness19,F19,wavelength19,photonEnergy19
" 1.239239e+00"," 8.620460e+20"," 3.807802e-01"," 6.408511e-10"," 1.933366e+00"," 6.726641e+20"," 2.933911e-01"," 2.136155e-10"," 5.800141e+00"," 2.565445e+20"," 1.450501e-01"," 1.281679e-10"," 9.667007e+00"," 8.556491e+19"," 6.222171e-02"," 9.154773e-11"," 1.353392e+01"," 2.723581e+19"," 2.482649e-02"," 7.120327e-11"," 1.740089e+01"," 8.471965e+18"," 9.476685e-03"," 5.825687e-11"," 2.126788e+01"," 2.588525e+18"," 3.510592e-03"," 4.929409e-11"," 2.513486e+01"," 7.848517e+17"," 1.272607e-03"," 4.272139e-11"," 2.900186e+01"," 2.362245e+17"," 4.538187e-04"," 3.769521e-11"," 3.286890e+01"," 7.087108e+16"," 1.597660e-04"," 3.372721e-11"," 3.673592e+01"
" 1.247752e+00"," 8.599125e+20"," 3.805738e-01"," 6.446886e-10"," 1.921858e+00"," 6.796645e+20"," 2.970265e-01"," 2.148946e-10"," 5.765617e+00"," 2.623168e+20"," 1.488381e-01"," 1.289354e-10"," 9.609465e+00"," 8.897623e+19"," 6.472445e-02"," 9.209592e-11"," 1.345337e+01"," 2.873483e+19"," 2.618240e-02"," 7.162964e-11"," 1.729731e+01"," 9.064584e+18"," 1.013301e-02"," 5.860571e-11"," 2.114128e+01"," 2.809476e+18"," 3.805950e-03"," 4.958927e-11"," 2.498524e+01"," 8.622658e+17"," 1.398896e-03"," 4.297721e-11"," 2.882923e+01"," 2.635239e+17"," 5.058104e-04"," 3.792093e-11"," 3.267325e+01"," 8.020442e+16"," 1.805544e-04"," 3.392917e-11"," 3.651725e+01"
" 1.256309e+00"," 8.574819e+20"," 3.803293e-01"," 6.485722e-10"," 1.910350e+00"," 6.872608e+20"," 3.006364e-01"," 2.161892e-10"," 5.731092e+00"," 2.689747e+20"," 1.526687e-01"," 1.297121e-10"," 9.551924e+00"," 9.257976e+19"," 6.729407e-02"," 9.265071e-11"," 1.337281e+01"," 3.028160e+19"," 2.759484e-02"," 7.206114e-11"," 1.719373e+01"," 9.694738e+18"," 1.082649e-02"," 5.895876e-11"," 2.101469e+01"," 3.043747e+18"," 4.122445e-03"," 4.988800e-11"," 2.483563e+01"," 9.478105e+17"," 1.536131e-03"," 4.323611e-11"," 2.865660e+01"," 2.938076e+17"," 5.631024e-04"," 3.814937e-11"," 3.247760e+01"," 9.063925e+16"," 2.037832e-04"," 3.413356e-11"," 3.629858e+01"
" 1.264911e+00"," 8.556375e+20"," 3.800470e-01"," 6.525030e-10"," 1.898842e+00"," 6.956785e+20"," 3.042194e-01"," 2.174994e-10"," 5.696567e+00"," 2.757718e+20"," 1.565408e-01"," 1.304982e-10"," 9.494382e+00"," 9.617224e+19"," 6.993097e-02"," 9.321223e-11"," 1.329225e+01"," 3.191483e+19"," 2.906523e-02"," 7.249787e-11"," 1.709016e+01"," 1.031763e+19"," 1.155865e-02"," 5.931608e-11"," 2.088809e+01"," 3.295570e+18"," 4.461291e-03"," 5.019035e-11"," 2.468602e+01"," 1.040884e+18"," 1.685111e-03"," 4.349815e-11"," 2.848397e+01"," 3.263770e+17"," 6.261633e-04"," 3.838058e-11"," 3.228195e+01"," 1.022747e+17"," 2.297063e-04"," 3.434043e-11"," 3.607992e+01"
" 1.273558e+00"," 8.532124e+20"," 3.797271e-01"," 6.564816e-10"," 1.887334e+00"," 7.012392e+20"," 3.077742e-01"," 2.188256e-10"," 5.662043e+00"," 2.824783e+20"," 1.604532e-01"," 1.312939e-10"," 9.436840e+00"," 9.984487e+19"," 7.263555e-02"," 9.378060e-11"," 1.321169e+01"," 3.356929e+19"," 3.059498e-02"," 7.293993e-11"," 1.698658e+01"," 1.100578e+19"," 1.233108e-02"," 5.967777e-11"," 2.076150e+01"," 3.567652e+18"," 4.823750e-03"," 5.049639e-11"," 2.453641e+01"," 1.141326e+18"," 1.846678e-03"," 4.376338e-11"," 2.831134e+01"," 3.629470e+17"," 6.954959e-04"," 3.861461e-11"," 3.208630e+01"," 1.151845e+17"," 2.585998e-04"," 3.454983e-11"," 3.586125e+01"
" 1.282253e+00"," 8.497194e+20"," 3.793700e-01"," 6.605091e-10"," 1.875826e+00"," 7.082419e+20"," 3.112994e-01"," 2.201681e-10"," 5.627518e+00"," 2.889648e+20"," 1.644046e-01"," 1.320994e-10"," 9.379299e+00"," 1.037319e+20"," 7.540810e-02"," 9.435594e-11"," 1.313113e+01"," 3.533666e+19"," 3.218551e-02"," 7.338742e-11"," 1.688300e+01"," 1.174931e+19"," 1.314539e-02"," 6.004389e-11"," 2.063491e+01"," 3.844799e+18"," 5.211131e-03"," 5.080618e-11"," 2.438680e+01"," 1.251006e+18"," 2.021723e-03"," 4.403187e-11"," 2.813871e+01"," 4.030281e+17"," 7.716390e-04"," 3.885151e-11"," 3.189066e+01"," 1.296561e+17"," 2.907643e-04"," 3.476179e-11"," 3.564258e+01"
" 1.290994e+00"," 8.471339e+20"," 3.789758e-01"," 6.645863e-10"," 1.864318e+00"," 7.152408e+20"," 3.147937e-01"," 2.215272e-10"," 5.592993e+00"," 2.960418e+20"," 1.683938e-01"," 1.329149e-10"," 9.321757e+00"," 1.073547e+20"," 7.824889e-02"," 9.493838e-11"," 1.305057e+01"," 3.714569e+19"," 3.383819e-02"," 7.384043e-11"," 1.677943e+01"," 1.251658e+19"," 1.400321e-02"," 6.041453e-11"," 2.050831e+01"," 4.153894e+18"," 5.624794e-03"," 5.111980e-11"," 2.423718e+01"," 1.364769e+18"," 2.211185e-03"," 4.430367e-11"," 2.796608e+01"," 4.472725e+17"," 8.551696e-04"," 3.909133e-11"," 3.169501e+01"," 1.458692e+17"," 3.265262e-04"," 3.497637e-11"," 3.542392e+01"
" 1.299785e+00"," 8.424259e+20"," 3.785448e-01"," 6.687142e-10"," 1.852809e+00"," 7.215518e+20"," 3.182559e-01"," 2.229031e-10"," 5.558469e+00"," 3.029753e+20"," 1.724194e-01"," 1.337404e-10"," 9.264215e+00"," 1.112861e+20"," 8.115813e-02"," 9.552806e-11"," 1.297001e+01"," 3.904061e+19"," 3.555440e-02"," 7.429906e-11"," 1.667585e+01"," 1.332585e+19"," 1.490622e-02"," 6.078978e-11"," 2.038172e+01"," 4.482530e+18"," 6.066148e-03"," 5.143732e-11"," 2.408757e+01"," 1.493625e+18"," 2.416053e-03"," 4.457885e-11"," 2.779345e+01"," 4.963525e+17"," 9.467045e-04"," 3.933413e-11"," 3.149936e+01"," 1.636974e+17"," 3.662397e-04"," 3.519361e-11"," 3.520525e+01"
" 1.308625e+00"," 8.395893e+20"," 3.780773e-01"," 6.728937e-10"," 1.841301e+00"," 7.286845e+20"," 3.216845e-01"," 2.242963e-10"," 5.523944e+00"," 3.099155e+20"," 1.764800e-01"," 1.345763e-10"," 9.206673e+00"," 1.152944e+20"," 8.413596e-02"," 9.612511e-11"," 1.288945e+01"," 4.089685e+19"," 3.733550e-02"," 7.476343e-11"," 1.657227e+01"," 1.417598e+19"," 1.585610e-02"," 6.116971e-11"," 2.025512e+01"," 4.833396e+18"," 6.536649e-03"," 5.175880e-11"," 2.393796e+01"," 1.631054e+18"," 2.637367e-03"," 4.485746e-11"," 2.762082e+01"," 5.474807e+17"," 1.046903e-03"," 3.957997e-11"," 3.130371e+01"," 1.836689e+17"," 4.102886e-04"," 3.541357e-11"," 3.498659e+01"
" 1.317516e+00"," 8.368503e+20"," 3.775734e-01"," 6.771257e-10"," 1.829793e+00"," 7.352723e+20"," 3.250783e-01"," 2.257069e-10"," 5.489419e+00"," 3.164753e+20"," 1.805742e-01"," 1.354227e-10"," 9.149132e+00"," 1.194450e+20"," 8.718247e-02"," 9.672967e-11"," 1.280889e+01"," 4.292884e+19"," 3.918283e-02"," 7.523364e-11"," 1.646870e+01"," 1.508773e+19"," 1.685458e-02"," 6.155443e-11"," 2.012853e+01"," 5.206720e+18"," 7.037807e-03"," 5.208433e-11"," 2.378835e+01"," 1.779231e+18"," 2.876220e-03"," 4.513959e-11"," 2.744819e+01"," 6.055439e+17"," 1.156467e-03"," 3.982890e-11"," 3.110806e+01"," 2.052274e+17"," 4.590882e-04"," 3.563630e-11"," 3.476792e+01"
" 1.326459e+00"," 8.339770e+20"," 3.770335e-01"," 6.814113e-10"," 1.818285e+00"," 7.413034e+20"," 3.284360e-01"," 2.271355e-10"," 5.454895e+00"," 3.241663e+20"," 1.847006e-01"," 1.362798e-10"," 9.091590e+00"," 1.236729e+20"," 9.029769e-02"," 9.734188e-11"," 1.272833e+01"," 4.502240e+19"," 4.109768e-02"," 7.570981e-11"," 1.636512e+01"," 1.599930e+19"," 1.790338e-02"," 6.194401e-11"," 2.000193e+01"," 5.608962e+18"," 7.571178e-03"," 5.241397e-11"," 2.363873e+01"," 1.942297e+18"," 3.133760e-03"," 4.542528e-11"," 2.727556e+01"," 6.682713e+17"," 1.276147e-03"," 4.008098e-11"," 3.091242e+01"," 2.297227e+17"," 5.130875e-04"," 3.586185e-11"," 3.454925e+01"
" 1.335455e+00"," 8.303624e+20"," 3.764577e-01"," 6.857515e-10"," 1.806777e+00"," 7.479337e+20"," 3.317562e-01"," 2.285822e-10"," 5.420370e+00"," 3.310661e+20"," 1.888576e-01"," 1.371478e-10"," 9.034048e+00"," 1.278621e+20"," 9.348156e-02"," 9.796190e-11"," 1.264777e+01"," 4.721760e+19"," 4.308134e-02"," 7.619203e-11"," 1.626154e+01"," 1.698315e+19"," 1.900428e-02"," 6.233856e-11"," 1.987534e+01"," 6.020867e+18"," 8.138368e-03"," 5.274782e-11"," 2.348912e+01"," 2.111552e+18"," 3.411191e-03"," 4.571461e-11"," 2.710293e+01"," 7.380725e+17"," 1.406738e-03"," 4.033628e-11"," 3.071677e+01"," 2.567067e+17"," 5.727711e-04"," 3.609027e-11"," 3.433059e+01"
" 1.344504e+00"," 8.262467e+20"," 3.758464e-01"," 6.901474e-10"," 1.795269e+00"," 7.545594e+20"," 3.350377e-01"," 2.300475e-10"," 5.385845e+00"," 3.381079e+20"," 1.930437e-01"," 1.380270e-10"," 8.976507e+00"," 1.322313e+20"," 9.673400e-02"," 9.858986e-11"," 1.256722e+01"," 4.940899e+19"," 4.513507e-02"," 7.668044e-11"," 1.615797e+01"," 1.801668e+19"," 2.015904e-02"," 6.273817e-11"," 1.974874e+01"," 6.468895e+18"," 8.741032e-03"," 5.308595e-11"," 2.333951e+01"," 2.298493e+18"," 3.709772e-03"," 4.600765e-11"," 2.693030e+01"," 8.125988e+17"," 1.549090e-03"," 4.059484e-11"," 3.052112e+01"," 2.866534e+17"," 6.386615e-04"," 3.632161e-11"," 3.411192e+01"
" 1.353609e+00"," 8.225530e+20"," 3.751998e-01"," 6.945999e-10"," 1.783761e+00"," 7.606404e+20"," 3.382793e-01"," 2.315316e-10"," 5.351321e+00"," 3.451211e+20"," 1.972572e-01"," 1.389175e-10"," 8.918965e+00"," 1.368504e+20"," 1.000548e-01"," 9.922592e-11"," 1.248666e+01"," 5.173793e+19"," 4.726008e-02"," 7.717516e-11"," 1.605439e+01"," 1.910396e+19"," 2.136946e-02"," 6.314293e-11"," 1.962215e+01"," 6.949835e+18"," 9.380876e-03"," 5.342844e-11"," 2.318990e+01"," 2.501612e+18"," 4.030823e-03"," 4.630448e-11"," 2.675767e+01"," 8.944840e+17"," 1.704100e-03"," 4.085674e-11"," 3.032547e+01"," 3.192065e+17"," 7.113215e-04"," 3.655595e-11"," 3.389326e+01"
" 1.362770e+00"," 8.189597e+20"," 3.745180e-01"," 6.991103e-10"," 1.772252e+00"," 7.680317e+20"," 3.414796e-01"," 2.330351e-10"," 5.316796e+00"," 3.523973e+20"," 2.014965e-01"," 1.398195e-10"," 8.861423e+00"," 1.413810e+20"," 1.034438e-01"," 9.987025e-11"," 1.240610e+01"," 5.418946e+19"," 4.945755e-02"," 7.767629e-11"," 1.595081e+01"," 2.024710e+19"," 2.263735e-02"," 6.355295e-11"," 1.949556e+01"," 7.452127e+18"," 1.005965e-02"," 5.377538e-11"," 2.304029e+01"," 2.716665e+18"," 4.375722e-03"," 4.660516e-11"," 2.658504e+01"," 9.840083e+17"," 1.872724e-03"," 4.112205e-11"," 3.012982e+01"," 3.558115e+17"," 7.913560e-04"," 3.679332e-11"," 3.367459e+01"
" 1.371989e+00"," 8.156104e+20"," 3.738015e-01"," 7.036797e-10"," 1.760744e+00"," 7.741926e+20"," 3.446374e-01"," 2.345582e-10"," 5.282271e+00"," 3.594097e+20"," 2.057600e-01"," 1.407334e-10"," 8.803881e+00"," 1.460455e+20"," 1.069006e-01"," 1.005230e-10"," 1.232554e+01"," 5.669253e+19"," 5.172862e-02"," 7.818398e-11"," 1.584724e+01"," 2.145334e+19"," 2.396452e-02"," 6.396833e-11"," 1.936896e+01"," 7.993222e+18"," 1.077915e-02"," 5.412685e-11"," 2.289067e+01"," 2.948340e+18"," 4.745907e-03"," 4.690977e-11"," 2.641241e+01"," 1.081109e+18"," 2.055972e-03"," 4.139082e-11"," 2.993417e+01"," 3.958457e+17"," 8.794152e-04"," 3.703380e-11"," 3.345592e+01"
" 1.381266e+00"," 8.119602e+20"," 3.730504e-01"," 7.083091e-10"," 1.749236e+00"," 7.806509e+20"," 3.477515e-01"," 2.361013e-10"," 5.247747e+00"," 3.666957e+20"," 2.100459e-01"," 1.416593e-10"," 8.746340e+00"," 1.509639e+20"," 1.104249e-01"," 1.011843e-10"," 1.224498e+01"," 5.934945e+19"," 5.407440e-02"," 7.869835e-11"," 1.574366e+01"," 2.270737e+19"," 2.535280e-02"," 6.438917e-11"," 1.924237e+01"," 8.568322e+18"," 1.154123e-02"," 5.448295e-11"," 2.274106e+01"," 3.201380e+18"," 5.142877e-03"," 4.721838e-11"," 2.623978e+01"," 1.188493e+18"," 2.254914e-03"," 4.166313e-11"," 2.973853e+01"," 4.399803e+17"," 9.761965e-04"," 3.727744e-11"," 3.323726e+01"
" 1.390602e+00"," 8.044778e+20"," 3.722649e-01"," 7.129999e-10"," 1.737728e+00"," 7.827688e+20"," 3.508206e-01"," 2.376649e-10"," 5.213222e+00"," 3.724221e+20"," 2.143524e-01"," 1.425974e-10"," 8.688798e+00"," 1.552823e+20"," 1.140161e-01"," 1.018544e-10"," 1.216442e+01"," 6.175681e+19"," 5.649593e-02"," 7.921953e-11"," 1.564008e+01"," 2.393768e+19"," 2.680403e-02"," 6.481559e-11"," 1.911577e+01"," 9.144913e+18"," 1.234778e-02"," 5.484376e-11"," 2.259145e+01"," 3.458594e+18"," 5.568196e-03"," 4.753109e-11"," 2.606715e+01"," 1.299714e+18"," 2.470681e-03"," 4.193904e-11"," 2.954288e+01"," 4.868878e+17"," 1.082447e-03"," 3.752432e-11"," 3.301859e+01"
" 1.400000e+00"," 8.003357e+20"," 3.714454e-01"," 7.177533e-10"," 1.726220e+00"," 7.881333e+20"," 3.538435e-01"," 2.392493e-10"," 5.178697e+00"," 3.795816e+20"," 2.186777e-01"," 1.435480e-10"," 8.631256e+00"," 1.602130e+20"," 1.176739e-01"," 1.025335e-10"," 1.208386e+01"," 6.449276e+19"," 5.899422e-02"," 7.974766e-11"," 1.553651e+01"," 2.530374e+19"," 2.832002e-02"," 6.524769e-11"," 1.898918e+01"," 9.781670e+18"," 1.320072e-02"," 5.520939e-11"," 2.244184e+01"," 3.744329e+18"," 6.023487e-03"," 4.784796e-11"," 2.589452e+01"," 1.424098e+18"," 2.704464e-03"," 4.221864e-11"," 2.934723e+01"," 5.402483e+17"," 1.198967e-03"," 3.777448e-11"," 3.279992e+01"
" 1.409460e+00"," 7.963673e+20"," 3.705920e-01"," 7.225704e-10"," 1.714712e+00"," 7.945232e+20"," 3.568190e-01"," 2.408551e-10"," 5.144173e+00"," 3.868562e+20"," 2.230200e-01"," 1.445115e-10"," 8.573715e+00"," 1.652349e+20"," 1.213975e-01"," 1.032216e-10"," 1.200330e+01"," 6.730074e+19"," 6.157023e-02"," 8.028288e-11"," 1.543293e+01"," 2.672601e+19"," 2.990263e-02"," 6.568560e-11"," 1.886258e+01"," 1.044424e+19"," 1.410204e-02"," 5.557992e-11"," 2.229222e+01"," 4.048152e+18"," 6.510439e-03"," 4.816909e-11"," 2.572189e+01"," 1.559284e+18"," 2.957522e-03"," 4.250198e-11"," 2.915158e+01"," 5.986176e+17"," 1.326610e-03"," 3.802800e-11"," 3.258126e+01"
" 1.418983e+00"," 7.931521e+20"," 3.697050e-01"," 7.274526e-10"," 1.703204e+00"," 7.991766e+20"," 3.597459e-01"," 2.424824e-10"," 5.109648e+00"," 3.939509e+20"," 2.273774e-01"," 1.454879e-10"," 8.516173e+00"," 1.704499e+20"," 1.251864e-01"," 1.039190e-10"," 1.192274e+01"," 7.024668e+19"," 6.422484e-02"," 8.082533e-11"," 1.532935e+01"," 2.817820e+19"," 3.155366e-02"," 6.612942e-11"," 1.873599e+01"," 1.116161e+19"," 1.505375e-02"," 5.595546e-11"," 2.214261e+01"," 4.375369e+18"," 7.030804e-03"," 4.849455e-11"," 2.554926e+01"," 1.705453e+18"," 3.231181e-03"," 4.278916e-11"," 2.895593e+01"," 6.625037e+17"," 1.466290e-03"," 3.828494e-11"," 3.236259e+01"
" 1.428571e+00"," 7.878525e+20"," 3.687846e-01"," 7.324013e-10"," 1.691696e+00"," 8.040377e+20"," 3.626230e-01"," 2.441320e-10"," 5.075124e+00"," 4.012666e+20"," 2.317479e-01"," 1.464776e-10"," 8.458631e+00"," 1.755417e+20"," 1.290396e-01"," 1.046260e-10"," 1.184218e+01"," 7.315367e+19"," 6.695890e-02"," 8.137517e-11"," 1.522578e+01"," 2.974822e+19"," 3.327495e-02"," 6.657928e-11"," 1.860939e+01"," 1.191273e+19"," 1.605792e-02"," 5.633611e-11"," 2.199300e+01"," 4.727945e+18"," 7.586398e-03"," 4.882445e-11"," 2.537663e+01"," 1.861339e+18"," 3.526832e-03"," 4.308024e-11"," 2.876029e+01"," 7.311753e+17"," 1.618979e-03"," 3.854539e-11"," 3.214393e+01"
" 1.438226e+00"," 7.835898e+20"," 3.678312e-01"," 7.374177e-10"," 1.680187e+00"," 8.093812e+20"," 3.654491e-01"," 2.458041e-10"," 5.040599e+00"," 4.084420e+20"," 2.361296e-01"," 1.474809e-10"," 8.401090e+00"," 1.805811e+20"," 1.329565e-01"," 1.053426e-10"," 1.176162e+01"," 7.628001e+19"," 6.977318e-02"," 8.193253e-11"," 1.512220e+01"," 3.136609e+19"," 3.506830e-02"," 6.703530e-11"," 1.848280e+01"," 1.268370e+19"," 1.711662e-02"," 5.672197e-11"," 2.184339e+01"," 5.092520e+18"," 8.179101e-03"," 4.915886e-11"," 2.520400e+01"," 2.031070e+18"," 3.845942e-03"," 4.337531e-11"," 2.856464e+01"," 8.077768e+17"," 1.785714e-03"," 3.880939e-11"," 3.192526e+01"
" 1.447947e+00"," 7.802992e+20"," 3.668449e-01"," 7.425034e-10"," 1.668679e+00"," 8.130891e+20"," 3.682230e-01"," 2.474993e-10"," 5.006074e+00"," 4.157447e+20"," 2.405205e-01"," 1.484980e-10"," 8.343548e+00"," 1.859018e+20"," 1.369361e-01"," 1.060691e-10"," 1.168107e+01"," 7.940458e+19"," 7.266839e-02"," 8.249758e-11"," 1.501862e+01"," 3.299265e+19"," 3.693550e-02"," 6.749761e-11"," 1.835620e+01"," 1.352762e+19"," 1.823199e-02"," 5.711316e-11"," 2.169378e+01"," 5.492487e+18"," 8.810858e-03"," 4.949789e-11"," 2.503137e+01"," 2.215131e+18"," 4.190045e-03"," 4.367445e-11"," 2.836899e+01"," 8.911850e+17"," 1.967597e-03"," 3.907705e-11"," 3.170659e+01"
" 1.457738e+00"," 7.754262e+20"," 3.658260e-01"," 7.476596e-10"," 1.657171e+00"," 8.175519e+20"," 3.709437e-01"," 2.492181e-10"," 4.971550e+00"," 4.220880e+20"," 2.449185e-01"," 1.495292e-10"," 8.286006e+00"," 1.913685e+20"," 1.409774e-01"," 1.068057e-10"," 1.160051e+01"," 8.267432e+19"," 7.564518e-02"," 8.307048e-11"," 1.491505e+01"," 3.476326e+19"," 3.887832e-02"," 6.796635e-11"," 1.822961e+01"," 1.441385e+19"," 1.940619e-02"," 5.750978e-11"," 2.154416e+01"," 5.915228e+18"," 9.483677e-03"," 4.984163e-11"," 2.485874e+01"," 2.414889e+18"," 4.560753e-03"," 4.397775e-11"," 2.817334e+01"," 9.834021e+17"," 2.165800e-03"," 3.934841e-11"," 3.148793e+01"
" 1.467599e+00"," 7.712676e+20"," 3.647747e-01"," 7.528880e-10"," 1.645663e+00"," 8.217848e+20"," 3.736100e-01"," 2.509609e-10"," 4.937025e+00"," 4.292881e+20"," 2.493216e-01"," 1.505749e-10"," 8.228464e+00"," 1.966824e+20"," 1.450793e-01"," 1.075526e-10"," 1.151995e+01"," 8.583215e+19"," 7.870410e-02"," 8.365139e-11"," 1.481147e+01"," 3.657914e+19"," 4.089852e-02"," 6.844164e-11"," 1.810302e+01"," 1.532816e+19"," 2.064140e-02"," 5.791194e-11"," 2.139455e+01"," 6.366453e+18"," 1.019963e-02"," 5.019017e-11"," 2.468611e+01"," 2.620735e+18"," 4.959750e-03"," 4.428528e-11"," 2.797769e+01"," 1.078716e+18"," 2.381564e-03"," 3.962358e-11"," 3.126926e+01"
" 1.477531e+00"," 7.652533e+20"," 3.636913e-01"," 7.581901e-10"," 1.634155e+00"," 8.261214e+20"," 3.762208e-01"," 2.527282e-10"," 4.902500e+00"," 4.365665e+20"," 2.537277e-01"," 1.516353e-10"," 8.170923e+00"," 2.023332e+20"," 1.492407e-01"," 1.083100e-10"," 1.143939e+01"," 8.928791e+19"," 8.184566e-02"," 8.424049e-11"," 1.470789e+01"," 3.846895e+19"," 4.299782e-02"," 6.892362e-11"," 1.797642e+01"," 1.630593e+19"," 2.193984e-02"," 5.831977e-11"," 2.124494e+01"," 6.851587e+18"," 1.096085e-02"," 5.054362e-11"," 2.451348e+01"," 2.852810e+18"," 5.388799e-03"," 4.459715e-11"," 2.778204e+01"," 1.186872e+18"," 2.616207e-03"," 3.990262e-11"," 3.105059e+01"
" 1.487537e+00"," 7.605580e+20"," 3.625761e-01"," 7.635673e-10"," 1.622647e+00"," 8.308638e+20"," 3.787749e-01"," 2.545206e-10"," 4.867976e+00"," 4.437738e+20"," 2.581347e-01"," 1.527107e-10"," 8.113381e+00"," 2.075844e+20"," 1.534603e-01"," 1.090781e-10"," 1.135883e+01"," 9.287230e+19"," 8.507026e-02"," 8.483794e-11"," 1.460432e+01"," 4.041274e+19"," 4.517791e-02"," 6.941244e-11"," 1.784983e+01"," 1.734531e+19"," 2.330375e-02"," 5.873339e-11"," 2.109533e+01"," 7.341568e+18"," 1.176953e-02"," 5.090209e-11"," 2.434085e+01"," 3.099029e+18"," 5.849742e-03"," 4.491344e-11"," 2.758640e+01"," 1.304044e+18"," 2.871122e-03"," 4.018561e-11"," 3.083193e+01"
" 1.497617e+00"," 7.557007e+20"," 3.614292e-01"," 7.690213e-10"," 1.611139e+00"," 8.349206e+20"," 3.812713e-01"," 2.563386e-10"," 4.833451e+00"," 4.502569e+20"," 2.625403e-01"," 1.538015e-10"," 8.055839e+00"," 2.133198e+20"," 1.577368e-01"," 1.098573e-10"," 1.127827e+01"," 9.644994e+19"," 8.837824e-02"," 8.544392e-11"," 1.450074e+01"," 4.246489e+19"," 4.744044e-02"," 6.990824e-11"," 1.772323e+01"," 1.835746e+19"," 2.473537e-02"," 5.915291e-11"," 2.094571e+01"," 7.884180e+18"," 1.262793e-02"," 5.126567e-11"," 2.416822e+01"," 3.364133e+18"," 6.344496e-03"," 4.523425e-11"," 2.739075e+01"," 1.432298e+18"," 3.147783e-03"," 4.047265e-11"," 3.061326e+01"
" 1.507774e+00"," 7.510152e+20"," 3.602509e-01"," 7.745539e-10"," 1.599630e+00"," 8.366808e+20"," 3.837089e-01"," 2.581828e-10"," 4.798926e+00"," 4.579722e+20"," 2.669424e-01"," 1.549080e-10"," 7.998298e+00"," 2.190613e+20"," 1.620688e-01"," 1.106476e-10"," 1.119771e+01"," 1.000659e+20"," 9.176985e-02"," 8.605863e-11"," 1.439716e+01"," 4.455412e+19"," 4.978702e-02"," 7.041118e-11"," 1.759664e+01"," 1.948033e+19"," 2.623699e-02"," 5.957847e-11"," 2.079610e+01"," 8.458852e+18"," 1.353836e-02"," 5.163449e-11"," 2.399559e+01"," 3.652075e+18"," 6.875063e-03"," 4.555968e-11"," 2.719510e+01"," 1.568186e+18"," 3.447745e-03"," 4.076382e-11"," 3.039460e+01"
" 1.518008e+00"," 7.460419e+20"," 3.590415e-01"," 7.801666e-10"," 1.588122e+00"," 8.402191e+20"," 3.860867e-01"," 2.600536e-10"," 4.764402e+00"," 4.651667e+20"," 2.713387e-01"," 1.560305e-10"," 7.940756e+00"," 2.246017e+20"," 1.664548e-01"," 1.114494e-10"," 1.111715e+01"," 1.038161e+20"," 9.524524e-02"," 8.668224e-11"," 1.429359e+01"," 4.657689e+19"," 5.221923e-02"," 7.092141e-11"," 1.747004e+01"," 2.067165e+19"," 2.781089e-02"," 6.001020e-11"," 2.064649e+01"," 9.071915e+18"," 1.450320e-02"," 5.200865e-11"," 2.382296e+01"," 3.950791e+18"," 7.443521e-03"," 4.588982e-11"," 2.699945e+01"," 1.719286e+18"," 3.772649e-03"," 4.105921e-11"," 3.017593e+01"
" 1.528321e+00"," 7.403895e+20"," 3.578013e-01"," 7.858612e-10"," 1.576614e+00"," 8.442922e+20"," 3.884035e-01"," 2.619518e-10"," 4.729877e+00"," 4.727134e+20"," 2.757270e-01"," 1.571694e-10"," 7.883214e+00"," 2.305916e+20"," 1.708932e-01"," 1.122629e-10"," 1.103659e+01"," 1.076382e+20"," 9.880448e-02"," 8.731496e-11"," 1.419001e+01"," 4.888197e+19"," 5.473858e-02"," 7.143908e-11"," 1.734345e+01"," 2.190587e+19"," 2.945936e-02"," 6.044823e-11"," 2.049688e+01"," 9.721673e+18"," 1.552486e-02"," 5.238828e-11"," 2.365033e+01"," 4.279882e+18"," 8.052034e-03"," 4.622478e-11"," 2.680380e+01"," 1.880285e+18"," 4.124222e-03"," 4.135892e-11"," 2.995726e+01"
" 1.538716e+00"," 7.358912e+20"," 3.565304e-01"," 7.916396e-10"," 1.565106e+00"," 8.469625e+20"," 3.906584e-01"," 2.638780e-10"," 4.695352e+00"," 4.780552e+20"," 2.801050e-01"," 1.583251e-10"," 7.825672e+00"," 2.366280e+20"," 1.753823e-01"," 1.130884e-10"," 1.095603e+01"," 1.116946e+20"," 1.024475e-01"," 8.795698e-11"," 1.408643e+01"," 5.121811e+19"," 5.734654e-02"," 7.196437e-11"," 1.721685e+01"," 2.319975e+19"," 3.118469e-02"," 6.089270e-11"," 2.034726e+01"," 1.039140e+19"," 1.660584e-02"," 5.277349e-11"," 2.347770e+01"," 4.629586e+18"," 8.702843e-03"," 4.656467e-11"," 2.660815e+01"," 2.058479e+18"," 4.504281e-03"," 4.166303e-11"," 2.973860e+01"
