K,Brightness1,F1,wavelength1,photonEnergy1,Brightness3,F3,wavelength3,photonEnergy3,Brightness5,F5,wavelength5,photonEnergy5,Brightness7,F7,wavelength7,photonEnergy7,Brightness9,F9,wavelength9,photonEnergy9,Brightness11,F11,wavelength11,photonEnergy11,Brightness13,F13,wavelength13,photonEnergy13,Brightness15,F15,wavelength15,photonEnergy15,Brightness17,F17,wavelength17,photonEnergy17,Brightness19,F19,wavelength19,photonEnergy19
" 1.549193e+00"," 7.307558e+20"," 3.552291e-01"," 7.975036e-10"," 1.553598e+00"," 8.509699e+20"," 3.928504e-01"," 2.658326e-10"," 4.660828e+00"," 4.849642e+20"," 2.844705e-01"," 1.594978e-10"," 7.768131e+00"," 2.422479e+20"," 1.799205e-01"," 1.139261e-10"," 1.087548e+01"," 1.152889e+20"," 1.061743e-01"," 8.860851e-11"," 1.398286e+01"," 5.364950e+19"," 6.004451e-02"," 7.249744e-11"," 1.709026e+01"," 2.455295e+19"," 3.298918e-02"," 6.134376e-11"," 2.019765e+01"," 1.111282e+19"," 1.774866e-02"," 5.316440e-11"," 2.330507e+01"," 5.005486e+18"," 9.398272e-03"," 4.690960e-11"," 2.641251e+01"," 2.242060e+18"," 4.914733e-03"," 4.197164e-11"," 2.951993e+01"
" 1.559755e+00"," 7.257165e+20"," 3.538976e-01"," 8.034551e-10"," 1.542090e+00"," 8.541132e+20"," 3.949785e-01"," 2.678164e-10"," 4.626303e+00"," 4.917541e+20"," 2.888209e-01"," 1.606881e-10"," 7.710589e+00"," 2.484571e+20"," 1.845058e-01"," 1.147763e-10"," 1.079492e+01"," 1.194755e+20"," 1.099845e-01"," 8.926977e-11"," 1.387928e+01"," 5.612643e+19"," 6.283381e-02"," 7.303846e-11"," 1.696367e+01"," 2.593209e+19"," 3.487511e-02"," 6.180155e-11"," 2.004804e+01"," 1.187516e+19"," 1.895590e-02"," 5.356115e-11"," 2.313244e+01"," 5.394345e+18"," 1.014073e-02"," 4.725967e-11"," 2.621686e+01"," 2.447557e+18"," 5.357583e-03"," 4.228486e-11"," 2.930127e+01"
" 1.570403e+00"," 7.214112e+20"," 3.525362e-01"," 8.094962e-10"," 1.530582e+00"," 8.576946e+20"," 3.970416e-01"," 2.698301e-10"," 4.591778e+00"," 4.989569e+20"," 2.931541e-01"," 1.618963e-10"," 7.653047e+00"," 2.546963e+20"," 1.891364e-01"," 1.156392e-10"," 1.071436e+01"," 1.236940e+20"," 1.138778e-01"," 8.994097e-11"," 1.377570e+01"," 5.873292e+19"," 6.571573e-02"," 7.358762e-11"," 1.683707e+01"," 2.741097e+19"," 3.684477e-02"," 6.226622e-11"," 1.989843e+01"," 1.268752e+19"," 2.023019e-02"," 5.396387e-11"," 2.295981e+01"," 5.824286e+18"," 1.093270e-02"," 4.761500e-11"," 2.602121e+01"," 2.669835e+18"," 5.834927e-03"," 4.260279e-11"," 2.908260e+01"
" 1.581139e+00"," 7.139268e+20"," 3.511452e-01"," 8.156287e-10"," 1.519074e+00"," 8.595072e+20"," 3.990389e-01"," 2.718743e-10"," 4.557254e+00"," 5.056719e+20"," 2.974677e-01"," 1.631228e-10"," 7.595506e+00"," 2.609334e+20"," 1.938102e-01"," 1.165153e-10"," 1.063380e+01"," 1.279756e+20"," 1.178538e-01"," 9.062234e-11"," 1.367212e+01"," 6.139709e+19"," 6.869146e-02"," 7.414511e-11"," 1.671048e+01"," 2.894096e+19"," 3.890041e-02"," 6.273794e-11"," 1.974882e+01"," 1.355400e+19"," 2.157417e-02"," 5.437268e-11"," 2.278718e+01"," 6.283367e+18"," 1.177674e-02"," 4.797572e-11"," 2.582556e+01"," 2.909413e+18"," 6.348960e-03"," 4.292554e-11"," 2.886393e+01"
" 1.591965e+00"," 7.088787e+20"," 3.497248e-01"," 8.218549e-10"," 1.507565e+00"," 8.630499e+20"," 4.009694e-01"," 2.739496e-10"," 4.522729e+00"," 5.122238e+20"," 3.017591e-01"," 1.643680e-10"," 7.537964e+00"," 2.672193e+20"," 1.985252e-01"," 1.174047e-10"," 1.055324e+01"," 1.324491e+20"," 1.219120e-01"," 9.131412e-11"," 1.356855e+01"," 6.400803e+19"," 7.176209e-02"," 7.471110e-11"," 1.658388e+01"," 3.054910e+19"," 4.104427e-02"," 6.321685e-11"," 1.959920e+01"," 1.440914e+19"," 2.299056e-02"," 5.478774e-11"," 2.261455e+01"," 6.764269e+18"," 1.267551e-02"," 4.834195e-11"," 2.562991e+01"," 3.161790e+18"," 6.901975e-03"," 4.325322e-11"," 2.864527e+01"
" 1.602882e+00"," 7.039832e+20"," 3.482752e-01"," 8.281768e-10"," 1.496057e+00"," 8.653674e+20"," 4.028322e-01"," 2.760569e-10"," 4.488204e+00"," 5.186460e+20"," 3.060261e-01"," 1.656324e-10"," 7.480422e+00"," 2.723689e+20"," 2.032791e-01"," 1.183078e-10"," 1.047268e+01"," 1.366729e+20"," 1.260516e-01"," 9.201653e-11"," 1.346497e+01"," 6.684874e+19"," 7.492866e-02"," 7.528580e-11"," 1.645729e+01"," 3.223281e+19"," 4.327856e-02"," 6.370314e-11"," 1.944959e+01"," 1.535872e+19"," 2.448208e-02"," 5.520919e-11"," 2.244192e+01"," 7.282870e+18"," 1.363172e-02"," 4.871381e-11"," 2.543427e+01"," 3.439863e+18"," 7.496367e-03"," 4.358594e-11"," 2.842660e+01"
" 1.613893e+00"," 6.986721e+20"," 3.467967e-01"," 8.345968e-10"," 1.484549e+00"," 8.671892e+20"," 4.046263e-01"," 2.781969e-10"," 4.453680e+00"," 5.243898e+20"," 3.102661e-01"," 1.669163e-10"," 7.422880e+00"," 2.785343e+20"," 2.080697e-01"," 1.192249e-10"," 1.039212e+01"," 1.413425e+20"," 1.302719e-01"," 9.272984e-11"," 1.336139e+01"," 6.978685e+19"," 7.819209e-02"," 7.586941e-11"," 1.633069e+01"," 3.400709e+19"," 4.560546e-02"," 6.419696e-11"," 1.929998e+01"," 1.633794e+19"," 2.605150e-02"," 5.563716e-11"," 2.226929e+01"," 7.824385e+18"," 1.464817e-02"," 4.909144e-11"," 2.523862e+01"," 3.738803e+18"," 8.134627e-03"," 4.392381e-11"," 2.820793e+01"
" 1.625000e+00"," 6.925074e+20"," 3.452895e-01"," 8.411171e-10"," 1.473041e+00"," 8.690056e+20"," 4.063509e-01"," 2.803703e-10"," 4.419155e+00"," 5.310116e+20"," 3.144768e-01"," 1.682204e-10"," 7.365339e+00"," 2.850226e+20"," 2.128947e-01"," 1.201564e-10"," 1.031156e+01"," 1.459548e+20"," 1.345720e-01"," 9.345429e-11"," 1.325782e+01"," 7.281792e+19"," 8.155323e-02"," 7.646214e-11"," 1.620410e+01"," 3.572953e+19"," 4.802710e-02"," 6.469850e-11"," 1.915037e+01"," 1.740058e+19"," 2.770159e-02"," 5.607183e-11"," 2.209666e+01"," 8.414766e+18"," 1.572772e-02"," 4.947496e-11"," 2.504297e+01"," 4.058896e+18"," 8.819353e-03"," 4.426192e-11"," 2.799246e+01"
" 1.636205e+00"," 6.873091e+20"," 3.437538e-01"," 8.477401e-10"," 1.461533e+00"," 8.708286e+20"," 4.080052e-01"," 2.825780e-10"," 4.384631e+00"," 5.377985e+20"," 3.186556e-01"," 1.695449e-10"," 7.307797e+00"," 2.912330e+20"," 2.177516e-01"," 1.211025e-10"," 1.023100e+01"," 1.507351e+20"," 1.389508e-01"," 9.419015e-11"," 1.315424e+01"," 7.581149e+19"," 8.501279e-02"," 7.706420e-11"," 1.607750e+01"," 3.760091e+19"," 5.054557e-02"," 6.520794e-11"," 1.900075e+01"," 1.850341e+19"," 2.943516e-02"," 5.651334e-11"," 2.192403e+01"," 9.035183e+18"," 1.687332e-02"," 4.986453e-11"," 2.484732e+01"," 4.391402e+18"," 9.553239e-03"," 4.461044e-11"," 2.777377e+01"
" 1.647509e+00"," 6.817652e+20"," 3.421900e-01"," 8.544682e-10"," 1.450025e+00"," 8.690759e+20"," 4.095882e-01"," 2.848207e-10"," 4.350106e+00"," 5.442193e+20"," 3.228001e-01"," 1.708905e-10"," 7.250255e+00"," 2.974135e+20"," 2.226379e-01"," 1.220636e-10"," 1.015044e+01"," 1.551703e+20"," 1.434073e-01"," 9.493769e-11"," 1.305066e+01"," 7.905858e+19"," 8.857141e-02"," 7.767582e-11"," 1.595091e+01"," 3.958791e+19"," 5.316290e-02"," 6.572546e-11"," 1.885114e+01"," 1.963310e+19"," 3.125502e-02"," 5.696186e-11"," 2.175140e+01"," 9.695428e+18"," 1.808798e-02"," 5.026028e-11"," 2.465167e+01"," 4.758780e+18"," 1.033908e-02"," 4.496449e-11"," 2.755508e+01"
" 1.658915e+00"," 6.757314e+20"," 3.405982e-01"," 8.613039e-10"," 1.438517e+00"," 8.703772e+20"," 4.110992e-01"," 2.870992e-10"," 4.315581e+00"," 5.500242e+20"," 3.269078e-01"," 1.722577e-10"," 7.192714e+00"," 3.039409e+20"," 2.275509e-01"," 1.230401e-10"," 1.006988e+01"," 1.600149e+20"," 1.479400e-01"," 9.569719e-11"," 1.294709e+01"," 8.240162e+19"," 9.222960e-02"," 7.829723e-11"," 1.582431e+01"," 4.159974e+19"," 5.588106e-02"," 6.625126e-11"," 1.870153e+01"," 2.086512e+19"," 3.316399e-02"," 5.741755e-11"," 2.157877e+01"," 1.036682e+19"," 1.937476e-02"," 5.066236e-11"," 2.445602e+01"," 5.151269e+18"," 1.117979e-02"," 4.532420e-11"," 2.733639e+01"
" 1.670426e+00"," 6.706590e+20"," 3.389788e-01"," 8.682499e-10"," 1.427009e+00"," 8.720171e+20"," 4.125373e-01"," 2.894145e-10"," 4.281057e+00"," 5.560602e+20"," 3.309761e-01"," 1.736468e-10"," 7.135172e+00"," 3.097952e+20"," 2.324881e-01"," 1.240324e-10"," 9.989325e+00"," 1.649293e+20"," 1.525478e-01"," 9.646895e-11"," 1.284351e+01"," 8.548642e+19"," 9.598773e-02"," 7.892866e-11"," 1.569772e+01"," 4.371408e+19"," 5.870197e-02"," 6.678555e-11"," 1.855192e+01"," 2.212413e+19"," 3.516488e-02"," 5.788060e-11"," 2.140614e+01"," 1.111551e+19"," 2.073678e-02"," 5.107093e-11"," 2.426038e+01"," 5.578273e+18"," 1.207835e-02"," 4.568972e-11"," 2.711770e+01"
" 1.682043e+00"," 6.639948e+20"," 3.373318e-01"," 8.753088e-10"," 1.415500e+00"," 8.723757e+20"," 4.139017e-01"," 2.917675e-10"," 4.246532e+00"," 5.620147e+20"," 3.350026e-01"," 1.750586e-10"," 7.077630e+00"," 3.160013e+20"," 2.374466e-01"," 1.250408e-10"," 9.908766e+00"," 1.699148e+20"," 1.572289e-01"," 9.725325e-11"," 1.273993e+01"," 8.896570e+19"," 9.984608e-02"," 7.957036e-11"," 1.557113e+01"," 4.596289e+19"," 6.162745e-02"," 6.732852e-11"," 1.840231e+01"," 2.347091e+19"," 3.726051e-02"," 5.835117e-11"," 2.123351e+01"," 1.190236e+19"," 2.217724e-02"," 5.148614e-11"," 2.406473e+01"," 6.016017e+18"," 1.303787e-02"," 4.606118e-11"," 2.689900e+01"
" 1.693769e+00"," 6.585387e+20"," 3.356577e-01"," 8.824835e-10"," 1.403992e+00"," 8.736994e+20"," 4.151918e-01"," 2.941590e-10"," 4.212007e+00"," 5.682189e+20"," 3.389848e-01"," 1.764935e-10"," 7.020088e+00"," 3.221828e+20"," 2.424237e-01"," 1.260657e-10"," 9.828207e+00"," 1.747829e+20"," 1.619818e-01"," 9.805040e-11"," 1.263636e+01"," 9.241423e+19"," 1.038048e-01"," 8.022257e-11"," 1.544453e+01"," 4.819064e+19"," 6.465925e-02"," 6.788039e-11"," 1.825269e+01"," 2.490029e+19"," 3.945366e-02"," 5.882946e-11"," 2.106088e+01"," 1.273841e+19"," 2.369937e-02"," 5.190816e-11"," 2.386908e+01"," 6.504273e+18"," 1.406154e-02"," 4.643873e-11"," 2.668031e+01"
" 1.705606e+00"," 6.524765e+20"," 3.339566e-01"," 8.897768e-10"," 1.392484e+00"," 8.741329e+20"," 4.164067e-01"," 2.965901e-10"," 4.177483e+00"," 5.713892e+20"," 3.429200e-01"," 1.779521e-10"," 6.962547e+00"," 3.287197e+20"," 2.474163e-01"," 1.271076e-10"," 9.747648e+00"," 1.800541e+20"," 1.668046e-01"," 9.886074e-11"," 1.253278e+01"," 9.616546e+19"," 1.078638e-01"," 8.088557e-11"," 1.531794e+01"," 5.055328e+19"," 6.779902e-02"," 6.844139e-11"," 1.810308e+01"," 2.627459e+19"," 4.174712e-02"," 5.931565e-11"," 2.088825e+01"," 1.361166e+19"," 2.530643e-02"," 5.233715e-11"," 2.367343e+01"," 7.014174e+18"," 1.515265e-02"," 4.682253e-11"," 2.646162e+01"
" 1.717556e+00"," 6.468799e+20"," 3.322287e-01"," 8.971916e-10"," 1.380976e+00"," 8.727589e+20"," 4.175457e-01"," 2.990617e-10"," 4.142958e+00"," 5.770800e+20"," 3.468058e-01"," 1.794351e-10"," 6.905005e+00"," 3.352641e+20"," 2.524214e-01"," 1.281668e-10"," 9.667089e+00"," 1.852079e+20"," 1.716955e-01"," 9.968458e-11"," 1.242920e+01"," 9.977174e+19"," 1.120231e-01"," 8.155962e-11"," 1.519134e+01"," 5.300262e+19"," 7.104833e-02"," 6.901173e-11"," 1.795347e+01"," 2.779856e+19"," 4.414362e-02"," 5.980995e-11"," 2.071562e+01"," 1.452182e+19"," 2.700176e-02"," 5.277329e-11"," 2.347778e+01"," 7.571264e+18"," 1.631458e-02"," 4.721271e-11"," 2.624293e+01"
" 1.729623e+00"," 6.408736e+20"," 3.304744e-01"," 9.047310e-10"," 1.369468e+00"," 8.729125e+20"," 4.186081e-01"," 3.015748e-10"," 4.108433e+00"," 5.828810e+20"," 3.506396e-01"," 1.809429e-10"," 6.847463e+00"," 3.407746e+20"," 2.574361e-01"," 1.292438e-10"," 9.586530e+00"," 1.904402e+20"," 1.766523e-01"," 1.005223e-10"," 1.232563e+01"," 1.035879e+20"," 1.162822e-01"," 8.224499e-11"," 1.506475e+01"," 5.549958e+19"," 7.440862e-02"," 6.959166e-11"," 1.780386e+01"," 2.944637e+19"," 4.664587e-02"," 6.031256e-11"," 2.054299e+01"," 1.549587e+19"," 2.878870e-02"," 5.321677e-11"," 2.328214e+01"," 8.130203e+18"," 1.755080e-02"," 4.760946e-11"," 2.602424e+01"
" 1.741809e+00"," 6.343862e+20"," 3.286938e-01"," 9.123982e-10"," 1.357960e+00"," 8.732430e+20"," 4.195932e-01"," 3.041305e-10"," 4.073909e+00"," 5.885614e+20"," 3.544189e-01"," 1.824763e-10"," 6.789922e+00"," 3.471047e+20"," 2.624571e-01"," 1.303391e-10"," 9.505971e+00"," 1.951986e+20"," 1.816728e-01"," 1.013741e-10"," 1.222205e+01"," 1.074487e+20"," 1.206408e-01"," 8.294198e-11"," 1.493815e+01"," 5.813235e+19"," 7.788123e-02"," 7.018142e-11"," 1.765424e+01"," 3.107913e+19"," 4.925653e-02"," 6.082368e-11"," 2.037036e+01"," 1.652209e+19"," 3.067062e-02"," 5.366776e-11"," 2.308649e+01"," 8.755334e+18"," 1.886488e-02"," 4.801293e-11"," 2.580555e+01"
" 1.754116e+00"," 6.290929e+20"," 3.268873e-01"," 9.201965e-10"," 1.346452e+00"," 8.720514e+20"," 4.205005e-01"," 3.067299e-10"," 4.039384e+00"," 5.928580e+20"," 3.581412e-01"," 1.840360e-10"," 6.732380e+00"," 3.535457e+20"," 2.674811e-01"," 1.314531e-10"," 9.425412e+00"," 2.007362e+20"," 1.867547e-01"," 1.022406e-10"," 1.211847e+01"," 1.112390e+20"," 1.250983e-01"," 8.365089e-11"," 1.481156e+01"," 6.082911e+19"," 8.146738e-02"," 7.078126e-11"," 1.750463e+01"," 3.281872e+19"," 5.197818e-02"," 6.134354e-11"," 2.019773e+01"," 1.762222e+19"," 3.265091e-02"," 5.412646e-11"," 2.289084e+01"," 9.410150e+18"," 2.026043e-02"," 4.842330e-11"," 2.558686e+01"
" 1.766547e+00"," 6.231331e+20"," 3.250550e-01"," 9.281292e-10"," 1.334943e+00"," 8.714966e+20"," 4.213291e-01"," 3.093742e-10"," 4.004859e+00"," 5.985735e+20"," 3.618039e-01"," 1.856225e-10"," 6.674838e+00"," 3.595604e+20"," 2.725050e-01"," 1.325864e-10"," 9.344853e+00"," 2.059867e+20"," 1.918955e-01"," 1.031220e-10"," 1.201490e+01"," 1.153274e+20"," 1.296538e-01"," 8.437202e-11"," 1.468496e+01"," 6.343840e+19"," 8.516814e-02"," 7.139145e-11"," 1.735502e+01"," 3.459015e+19"," 5.481338e-02"," 6.187236e-11"," 2.002510e+01"," 1.870775e+19"," 3.473296e-02"," 5.459306e-11"," 2.269519e+01"," 1.011821e+19"," 2.174119e-02"," 4.884074e-11"," 2.536817e+01"
" 1.779106e+00"," 6.186901e+20"," 3.231971e-01"," 9.361999e-10"," 1.323435e+00"," 8.727000e+20"," 4.220785e-01"," 3.120644e-10"," 3.970335e+00"," 6.035216e+20"," 3.654044e-01"," 1.872366e-10"," 6.617297e+00"," 3.660637e+20"," 2.775253e-01"," 1.337393e-10"," 9.264294e+00"," 2.117918e+20"," 1.970926e-01"," 1.040187e-10"," 1.191132e+01"," 1.195566e+20"," 1.343066e-01"," 8.510569e-11"," 1.455837e+01"," 6.631828e+19"," 8.898445e-02"," 7.201224e-11"," 1.720541e+01"," 3.647106e+19"," 5.776456e-02"," 6.241038e-11"," 1.985247e+01"," 1.991735e+19"," 3.692019e-02"," 5.506779e-11"," 2.249954e+01"," 1.084265e+19"," 2.331091e-02"," 4.926544e-11"," 2.514948e+01"
" 1.791794e+00"," 6.131082e+20"," 3.213141e-01"," 9.444122e-10"," 1.311927e+00"," 8.730837e+20"," 4.227482e-01"," 3.148018e-10"," 3.935810e+00"," 6.088075e+20"," 3.689403e-01"," 1.888790e-10"," 6.559755e+00"," 3.726914e+20"," 2.825386e-01"," 1.349124e-10"," 9.183734e+00"," 2.173891e+20"," 2.023431e-01"," 1.049311e-10"," 1.180774e+01"," 1.238139e+20"," 1.390553e-01"," 8.585223e-11"," 1.443177e+01"," 6.931016e+19"," 9.291712e-02"," 7.264393e-11"," 1.705580e+01"," 3.845521e+19"," 6.083411e-02"," 6.295784e-11"," 1.967984e+01"," 2.118032e+19"," 3.921597e-02"," 5.555084e-11"," 2.230389e+01"," 1.164122e+19"," 2.497346e-02"," 4.969759e-11"," 2.493078e+01"
" 1.804616e+00"," 6.042953e+20"," 3.194059e-01"," 9.527698e-10"," 1.300419e+00"," 8.690163e+20"," 4.233375e-01"," 3.175876e-10"," 3.901285e+00"," 6.121473e+20"," 3.724089e-01"," 1.905505e-10"," 6.502213e+00"," 3.786209e+20"," 2.875414e-01"," 1.361064e-10"," 9.103175e+00"," 2.226017e+20"," 2.076442e-01"," 1.058597e-10"," 1.170417e+01"," 1.279346e+20"," 1.438989e-01"," 8.661198e-11"," 1.430518e+01"," 7.230468e+19"," 9.696677e-02"," 7.328680e-11"," 1.690618e+01"," 4.048865e+19"," 6.402430e-02"," 6.351499e-11"," 1.950721e+01"," 2.250064e+19"," 4.162369e-02"," 5.603604e-11"," 2.211077e+01"," 1.247287e+19"," 2.673271e-02"," 5.013739e-11"," 2.471209e+01"
" 1.817573e+00"," 5.986327e+20"," 3.174730e-01"," 9.612767e-10"," 1.288911e+00"," 8.672764e+20"," 4.238459e-01"," 3.204232e-10"," 3.866761e+00"," 6.163030e+20"," 3.758079e-01"," 1.922518e-10"," 6.444671e+00"," 3.849935e+20"," 2.925301e-01"," 1.373216e-10"," 9.022616e+00"," 2.282496e+20"," 2.129928e-01"," 1.068049e-10"," 1.160059e+01"," 1.322965e+20"," 1.488358e-01"," 8.738530e-11"," 1.417859e+01"," 7.545993e+19"," 1.011339e-01"," 7.394114e-11"," 1.675657e+01"," 4.263150e+19"," 6.733729e-02"," 6.408209e-11"," 1.933458e+01"," 2.389104e+19"," 4.414667e-02"," 5.653637e-11"," 2.191510e+01"," 1.336834e+19"," 2.859263e-02"," 5.058505e-11"," 2.449340e+01"
" 1.830670e+00"," 5.923299e+20"," 3.155156e-01"," 9.699368e-10"," 1.277403e+00"," 8.664277e+20"," 4.242728e-01"," 3.233099e-10"," 3.832236e+00"," 6.207209e+20"," 3.791346e-01"," 1.939838e-10"," 6.387130e+00"," 3.909440e+20"," 2.975011e-01"," 1.385587e-10"," 8.942057e+00"," 2.337727e+20"," 2.183857e-01"," 1.077671e-10"," 1.149701e+01"," 1.368963e+20"," 1.538643e-01"," 8.817256e-11"," 1.405199e+01"," 7.870390e+19"," 1.054187e-01"," 7.460728e-11"," 1.660696e+01"," 4.472488e+19"," 7.077514e-02"," 6.465941e-11"," 1.916195e+01"," 2.530341e+19"," 4.678822e-02"," 5.704570e-11"," 2.171943e+01"," 1.426121e+19"," 3.055719e-02"," 5.104077e-11"," 2.427471e+01"
" 1.843909e+00"," 5.861054e+20"," 3.135338e-01"," 9.787544e-10"," 1.265895e+00"," 8.647253e+20"," 4.246178e-01"," 3.262491e-10"," 3.797711e+00"," 6.241175e+20"," 3.823866e-01"," 1.957473e-10"," 6.329588e+00"," 3.970832e+20"," 3.024506e-01"," 1.398183e-10"," 8.861498e+00"," 2.395944e+20"," 2.238195e-01"," 1.087468e-10"," 1.139344e+01"," 1.408705e+20"," 1.589826e-01"," 8.897413e-11"," 1.392540e+01"," 8.182722e+19"," 1.098214e-01"," 7.528553e-11"," 1.645735e+01"," 4.698501e+19"," 7.433975e-02"," 6.524722e-11"," 1.898932e+01"," 2.686007e+19"," 4.955159e-02"," 5.756430e-11"," 2.152376e+01"," 1.525769e+19"," 3.263040e-02"," 5.150478e-11"," 2.405602e+01"
" 1.857294e+00"," 5.793551e+20"," 3.115280e-01"," 9.877338e-10"," 1.254387e+00"," 8.635433e+20"," 4.248804e-01"," 3.292422e-10"," 3.763187e+00"," 6.284605e+20"," 3.855614e-01"," 1.975432e-10"," 6.272046e+00"," 4.030202e+20"," 3.073750e-01"," 1.411011e-10"," 8.780939e+00"," 2.448767e+20"," 2.292907e-01"," 1.097445e-10"," 1.128986e+01"," 1.454913e+20"," 1.641887e-01"," 8.979040e-11"," 1.379880e+01"," 8.525600e+19"," 1.143419e-01"," 7.597622e-11"," 1.630773e+01"," 4.937778e+19"," 7.803290e-02"," 6.584582e-11"," 1.881668e+01"," 2.844563e+19"," 5.243996e-02"," 5.809241e-11"," 2.132809e+01"," 1.630867e+19"," 3.481630e-02"," 5.197730e-11"," 2.383733e+01"
" 1.870829e+00"," 5.733294e+20"," 3.094983e-01"," 9.968795e-10"," 1.242878e+00"," 8.618353e+20"," 4.250600e-01"," 3.322908e-10"," 3.728662e+00"," 6.323982e+20"," 3.886566e-01"," 1.993723e-10"," 6.214505e+00"," 4.074535e+20"," 3.122704e-01"," 1.424076e-10"," 8.700380e+00"," 2.505757e+20"," 2.347958e-01"," 1.107606e-10"," 1.118628e+01"," 1.502020e+20"," 1.694803e-01"," 9.062180e-11"," 1.367221e+01"," 8.860612e+19"," 1.189799e-01"," 7.667970e-11"," 1.615812e+01"," 5.182845e+19"," 8.185622e-02"," 6.645550e-11"," 1.864405e+01"," 3.012131e+19"," 5.545644e-02"," 5.863031e-11"," 2.113242e+01"," 1.742116e+19"," 3.711892e-02"," 5.245857e-11"," 2.361864e+01"
" 1.884516e+00"," 5.667815e+20"," 3.074451e-01"," 1.006196e-09"," 1.231370e+00"," 8.580644e+20"," 4.251564e-01"," 3.353963e-10"," 3.694138e+00"," 6.359287e+20"," 3.916696e-01"," 2.012356e-10"," 6.156963e+00"," 4.132954e+20"," 3.171329e-01"," 1.437385e-10"," 8.619821e+00"," 2.560775e+20"," 2.403309e-01"," 1.117958e-10"," 1.108271e+01"," 1.550794e+20"," 1.748550e-01"," 9.146873e-11"," 1.354561e+01"," 9.224149e+19"," 1.237349e-01"," 7.739634e-11"," 1.600851e+01"," 5.437859e+19"," 8.581115e-02"," 6.707658e-11"," 1.847142e+01"," 3.177336e+19"," 5.860404e-02"," 5.917825e-11"," 2.093675e+01"," 1.854797e+19"," 3.954230e-02"," 5.294884e-11"," 2.339995e+01"
" 1.898361e+00"," 5.604130e+20"," 3.053685e-01"," 1.015689e-09"," 1.219862e+00"," 8.566730e+20"," 4.251690e-01"," 3.385604e-10"," 3.659613e+00"," 6.378418e+20"," 3.945980e-01"," 2.031340e-10"," 6.099421e+00"," 4.192142e+20"," 3.219587e-01"," 1.450945e-10"," 8.539262e+00"," 2.618922e+20"," 2.458921e-01"," 1.128505e-10"," 1.097913e+01"," 1.596059e+20"," 1.803102e-01"," 9.233164e-11"," 1.341902e+01"," 9.597826e+19"," 1.286061e-01"," 7.812649e-11"," 1.585890e+01"," 5.691102e+19"," 8.989897e-02"," 6.770938e-11"," 1.829879e+01"," 3.357720e+19"," 6.188568e-02"," 5.973654e-11"," 2.074107e+01"," 1.977780e+19"," 4.209046e-02"," 5.344835e-11"," 2.318126e+01"
" 1.912366e+00"," 5.545475e+20"," 3.032689e-01"," 1.025362e-09"," 1.208354e+00"," 8.541333e+20"," 4.250974e-01"," 3.417848e-10"," 3.625088e+00"," 6.415782e+20"," 3.974394e-01"," 2.050686e-10"," 6.041879e+00"," 4.247697e+20"," 3.267438e-01"," 1.464764e-10"," 8.458703e+00"," 2.673975e+20"," 2.514753e-01"," 1.139252e-10"," 1.087555e+01"," 1.645660e+20"," 1.858429e-01"," 9.321099e-11"," 1.329242e+01"," 9.944028e+19"," 1.335927e-01"," 7.887055e-11"," 1.570929e+01"," 5.966970e+19"," 9.412077e-02"," 6.835423e-11"," 1.812616e+01"," 3.554086e+19"," 6.530414e-02"," 6.030546e-11"," 2.054540e+01"," 2.105627e+19"," 4.476738e-02"," 5.395739e-11"," 2.296257e+01"
" 1.926535e+00"," 5.470415e+20"," 3.011463e-01"," 1.035221e-09"," 1.196846e+00"," 8.508354e+20"," 4.249414e-01"," 3.450712e-10"," 3.590564e+00"," 6.451933e+20"," 4.001914e-01"," 2.070405e-10"," 5.984338e+00"," 4.304348e+20"," 3.314841e-01"," 1.478848e-10"," 8.378144e+00"," 2.733930e+20"," 2.570764e-01"," 1.150207e-10"," 1.077198e+01"," 1.696348e+20"," 1.914502e-01"," 9.410725e-11"," 1.316583e+01"," 1.032972e+20"," 1.386935e-01"," 7.962892e-11"," 1.555967e+01"," 6.247818e+19"," 9.847743e-02"," 6.901148e-11"," 1.795353e+01"," 3.747923e+19"," 6.886208e-02"," 6.088532e-11"," 2.034973e+01"," 2.243013e+19"," 4.757700e-02"," 5.447621e-11"," 2.274387e+01"
" 1.940874e+00"," 5.411660e+20"," 2.990012e-01"," 1.045272e-09"," 1.185338e+00"," 8.479324e+20"," 4.247005e-01"," 3.484214e-10"," 3.556039e+00"," 6.480640e+20"," 4.028517e-01"," 2.090506e-10"," 5.926796e+00"," 4.349722e+20"," 3.361757e-01"," 1.493206e-10"," 8.297585e+00"," 2.794149e+20"," 2.626909e-01"," 1.161374e-10"," 1.066840e+01"," 1.742335e+20"," 1.971287e-01"," 9.502091e-11"," 1.303924e+01"," 1.071882e+20"," 1.439071e-01"," 8.040202e-11"," 1.541006e+01"," 6.534290e+19"," 1.029696e-01"," 6.968150e-11"," 1.778090e+01"," 3.954153e+19"," 7.256200e-02"," 6.147644e-11"," 2.015406e+01"," 2.378139e+19"," 5.052320e-02"," 5.500510e-11"," 2.252518e+01"
